shift,driver,trailer,kind,start,end,origin,destination,operation_index,point,quantity,trailer_quantity_start,trailer_quantity_end,driving_start,driving_end
20,9,11,service,3399,3429,,,2,251,5834.799999999974,20217.90219913961,14383.102199139637,133,133
19,1,9,service,3414,3474,,,6,1,-21484.7628015348,3.637978807091713e-12,21484.762801534802,275,275
20,9,11,travel,3429,3470,251,35,3,,0.0,14383.102199139637,14383.102199139637,133,174
21,7,12,service,3431,3491,,,1,1,-20584.371406097416,58.486598391477855,20642.858004488895,81,81
22,5,8,travel,3441,3587,1,115,1,,0.0,20400.000851495013,20400.000851495013,3,149
20,9,11,service,3470,3500,,,3,35,1077.037059021002,14383.102199139637,13306.065140118635,174,174
19,1,9,travel,3474,3531,1,139,7,,0.0,21484.762801534802,21484.762801534802,275,332
21,7,12,travel,3491,3539,1,308,2,,0.0,20642.858004488895,20642.858004488895,81,129
20,9,11,travel,3500,3532,35,12,4,,0.0,13306.065140118635,13306.065140118635,174,206
19,1,9,service,3531,3561,,,7,139,5458.987634427176,21484.762801534802,16025.775167107626,332,332
20,9,11,service,3532,3562,,,4,12,4463.8000000000075,13306.065140118635,8842.265140118627,206,206
21,7,12,service,3539,3599,,,2,308,20094.04846354472,20642.858004488895,548.8095409441739,129,129
19,1,9,travel,3561,3562,139,16,8,,0.0,16025.775167107626,16025.775167107626,332,333
19,1,9,service,3562,3592,,,8,16,16025.775167107648,16025.775167107626,-2.1827872842550278e-11,333,333
20,9,11,travel,3562,3569,12,148,5,,0.0,8842.265140118627,8842.265140118627,206,213
20,9,11,service,3569,3599,,,5,148,2740.1487396240227,8842.265140118627,6102.116400494604,213,213
22,5,8,service,3587,3647,,,1,115,20400.00085149502,20400.000851495013,-7.275957614183426e-12,149,149
19,1,9,return,3592,3645,16,0,,,0.0,-2.1827872842550278e-11,-2.1827872842550278e-11,333,386
23,12,1,travel,3597,3631,0,146,0,,0.0,22261.9056911155,22261.9056911155,0,34
20,9,11,travel,3599,3651,148,240,6,,0.0,6102.116400494604,6102.116400494604,213,265
21,7,12,travel,3599,3641,308,78,3,,0.0,548.8095409441739,548.8095409441739,129,171
24,0,5,travel,3626,3629,0,1,0,,0.0,0.0,0.0,0,3
24,0,5,service,3629,3689,,,0,1,-4857.14305987975,0.0,4857.14305987975,3,3
23,12,1,service,3631,3661,,,0,146,17322.658084106442,22261.9056911155,4939.247607009056,34,34
21,7,12,service,3641,3671,,,3,78,548.80954094417,548.8095409441739,3.979039320256561e-12,171,171
22,5,8,travel,3647,3793,115,1,2,,0.0,-7.275957614183426e-12,-7.275957614183426e-12,149,295
20,9,11,service,3651,3681,,,6,240,3413.86406917572,6102.116400494604,2688.252331318884,265,265
23,12,1,travel,3661,3694,146,1,1,,0.0,4939.247607009056,4939.247607009056,34,67
21,7,12,travel,3671,3684,78,1,4,,0.0,3.979039320256561e-12,3.979039320256561e-12,171,184
20,9,11,travel,3681,3690,240,58,7,,0.0,2688.252331318884,2688.252331318884,265,274
25,4,14,travel,3681,3684,0,1,0,,0.0,282.14305987974967,282.14305987974967,0,3
21,7,12,service,3684,3744,,,4,1,-20642.8580044889,3.979039320256561e-12,20642.858004488902,184,184
25,4,14,service,3684,3744,,,0,1,-4575.0,282.14305987974967,4857.14305987975,3,3
24,0,5,travel,3689,3737,1,89,1,,0.0,4857.14305987975,4857.14305987975,3,51
20,9,11,service,3690,3720,,,7,58,1180.300000000002,2688.252331318884,1507.952331318882,274,274
23,12,1,service,3694,3754,,,1,1,-17322.658084106442,4939.247607009056,22261.9056911155,67,67
20,9,11,return,3720,3766,58,0,,,0.0,1507.952331318882,1507.952331318882,274,320
24,0,5,service,3737,3767,,,1,89,619.1748038797655,4857.14305987975,4237.968255999984,51,51
21,7,12,travel,3744,3792,1,88,5,,0.0,20642.858004488902,20642.858004488902,184,232
25,4,14,return,3744,3747,1,0,,,0.0,4857.14305987975,4857.14305987975,3,6
23,12,1,travel,3754,3959,1,11,2,,0.0,22261.9056911155,22261.9056911155,67,272
24,0,5,travel,3767,3781,89,238,2,,0.0,4237.968255999984,4237.968255999984,51,65
26,2,3,travel,3768,3809,0,132,0,,0.0,26876.1915980013,26876.1915980013,0,41
24,0,5,service,3781,3811,,,2,238,1831.9682559999842,4237.968255999984,2405.9999999999995,65,65
21,7,12,service,3792,3852,,,5,88,12956.0997644889,20642.858004488902,7686.758240000003,232,232
22,5,8,service,3793,3853,,,2,1,-20400.000851495,-7.275957614183426e-12,20400.00085149499,295,295
27,3,13,travel,3796,3799,0,1,0,,0.0,-1.8189894035458565e-12,-1.8189894035458565e-12,0,3
27,3,13,service,3799,3859,,,0,1,-23095.7152497282,-1.8189894035458565e-12,23095.7152497282,3,3
26,2,3,service,3809,3869,,,0,132,14562.568950048435,26876.1915980013,12313.622647952865,41,41
24,0,5,travel,3811,3833,238,126,3,,0.0,2405.9999999999995,2405.9999999999995,65,87
28,10,7,travel,3819,3869,0,39,0,,0.0,20983.667542523795,20983.667542523795,0,50
29,6,4,travel,3825,3828,0,1,0,,0.0,4.547473508864641e-13,4.547473508864641e-13,0,3
29,6,4,service,3828,3888,,,0,1,-20076.1913141696,4.547473508864641e-13,20076.1913141696,3,3
24,0,5,service,3833,3863,,,3,126,2406.0,2405.9999999999995,-4.547473508864641e-13,87,87
21,7,12,travel,3852,3913,88,82,6,,0.0,7686.758240000003,7686.758240000003,232,293
22,5,8,travel,3853,3926,1,255,3,,0.0,20400.00085149499,20400.00085149499,295,368
27,3,13,travel,3859,3989,1,109,1,,0.0,23095.7152497282,23095.7152497282,3,133
24,0,5,travel,3863,3911,126,1,4,,0.0,-4.547473508864641e-13,-4.547473508864641e-13,87,135
26,2,3,travel,3869,3882,132,142,1,,0.0,12313.622647952865,12313.622647952865,41,54
28,10,7,service,3869,3899,,,0,39,2195.0864400000014,20983.667542523795,18788.581102523793,50,50
26,2,3,service,3882,3912,,,1,142,6758.271839999992,12313.622647952865,5555.350807952873,54,54
29,6,4,travel,3888,4109,1,310,1,,0.0,20076.1913141696,20076.1913141696,3,224
28,10,7,travel,3899,3988,39,70,1,,0.0,18788.581102523793,18788.581102523793,50,139
24,0,5,service,3911,3971,,,4,1,-4857.14305987975,-4.547473508864641e-13,4857.143059879749,135,135
26,2,3,travel,3912,3931,142,207,2,,0.0,5555.350807952873,5555.350807952873,54,73
21,7,12,service,3913,3976,,,6,82,4980.0,7686.758240000003,2706.758240000003,293,293
22,5,8,service,3926,3956,,,3,255,15159.612697792061,20400.00085149499,5240.38815370293,368,368
26,2,3,service,3931,3961,,,2,207,5555.350807952875,5555.350807952873,-1.8189894035458565e-12,73,73
22,5,8,travel,3956,3966,255,318,4,,0.0,5240.38815370293,5240.38815370293,368,378
23,12,1,service,3959,3989,,,2,11,3461.4012904806987,22261.9056911155,18800.5044006348,272,272
26,2,3,travel,3961,4009,207,1,3,,0.0,-1.8189894035458565e-12,-1.8189894035458565e-12,73,121
22,5,8,service,3966,3996,,,4,318,5240.388153702923,5240.38815370293,7.275957614183426e-12,378,378
24,0,5,travel,3971,4039,1,92,5,,0.0,4857.143059879749,4857.143059879749,135,203
21,7,12,travel,3976,4024,82,5,7,,0.0,2706.758240000003,2706.758240000003,293,341
28,10,7,service,3988,4018,,,1,70,744.0,18788.581102523793,18044.581102523793,139,139
23,12,1,travel,3989,4004,11,130,3,,0.0,18800.5044006348,18800.5044006348,272,287
27,3,13,service,3989,4019,,,1,109,519.6908400000012,23095.7152497282,22576.024409728197,133,133
22,5,8,travel,3996,4067,318,1,5,,0.0,7.275957614183426e-12,7.275957614183426e-12,378,449
23,12,1,service,4004,4064,,,3,130,14816.5044006348,18800.5044006348,3984.0,287,287
26,2,3,service,4009,4069,,,3,1,-26876.1915980013,-1.8189894035458565e-12,26876.1915980013,121,121
28,10,7,travel,4018,4095,70,163,2,,0.0,18044.581102523793,18044.581102523793,139,216
27,3,13,travel,4019,4125,109,123,2,,0.0,22576.024409728197,22576.024409728197,133,239
21,7,12,service,4024,4054,,,7,5,1743.4999999999995,2706.758240000003,963.2582400000033,341,341
24,0,5,service,4039,4069,,,5,92,2407.718080000001,4857.143059879749,2449.4249798797478,203,203
21,7,12,travel,4054,4084,5,230,8,,0.0,963.2582400000033,963.2582400000033,341,371
23,12,1,service,4064,4099,,,4,221,3984.0,3984.0,0.0,287,287
22,5,8,service,4067,4127,,,5,1,-20400.000851495,7.275957614183426e-12,20400.000851495006,449,449
24,0,5,travel,4069,4080,92,196,6,,0.0,2449.4249798797478,2449.4249798797478,203,214
26,2,3,return,4069,4072,1,0,,,0.0,26876.1915980013,26876.1915980013,121,124
24,0,5,service,4080,4110,,,6,196,719.2049798797502,2449.4249798797478,1730.2199999999975,214,214
21,7,12,service,4084,4114,,,8,230,963.2582400000044,963.2582400000033,-1.1368683772161603e-12,371,371
28,10,7,service,4095,4125,,,2,163,8699.558937705071,18044.581102523793,9345.022164818722,216,216
23,12,1,return,4099,4279,221,0,,,0.0,0.0,0.0,287,467
29,6,4,service,4109,4139,,,1,310,1289.28575453912,20076.1913141696,18786.90555963048,224,224
24,0,5,travel,4110,4129,196,24,7,,0.0,1730.2199999999975,1730.2199999999975,214,233
21,7,12,travel,4114,4147,230,1,9,,0.0,-1.1368683772161603e-12,-1.1368683772161603e-12,371,404
27,3,13,service,4125,4185,,,2,123,22576.024409728194,22576.024409728197,3.637978807091713e-12,239,239
28,10,7,travel,4125,4256,163,219,3,,0.0,9345.022164818722,9345.022164818722,216,347
22,5,8,return,4127,4130,1,0,,,0.0,20400.000851495006,20400.000851495006,449,452
24,0,5,service,4129,4159,,,7,24,1255.1999999999994,1730.2199999999975,475.01999999999816,233,233
29,6,4,travel,4139,4216,310,205,2,,0.0,18786.90555963048,18786.90555963048,224,301
21,7,12,service,4147,4207,,,9,1,-20642.8580044889,-1.1368683772161603e-12,20642.8580044889,404,404
24,0,5,travel,4159,4164,24,289,8,,0.0,475.01999999999816,475.01999999999816,233,238
24,0,5,service,4164,4194,,,8,289,475.02,475.01999999999816,-1.8189894035458565e-12,238,238
27,3,13,return,4185,4334,123,0,,,0.0,3.637978807091713e-12,3.637978807091713e-12,239,388
24,0,5,return,4194,4253,289,0,,,0.0,-1.8189894035458565e-12,-1.8189894035458565e-12,238,297
21,7,12,return,4207,4210,1,0,,,0.0,20642.8580044889,20642.8580044889,404,407
29,6,4,service,4216,4261,,,2,205,12604.941643049802,18786.90555963048,6181.963916580677,301,301
30,11,6,travel,4229,4314,0,189,0,,0.0,22261.905691115502,22261.905691115502,0,85
28,10,7,service,4256,4316,,,3,219,9345.022164818729,9345.022164818722,-7.275957614183426e-12,347,347
29,6,4,travel,4261,4262,205,265,3,,0.0,6181.963916580677,6181.963916580677,301,302
29,6,4,service,4262,4307,,,3,265,6181.963916580678,6181.963916580677,-1.8189894035458565e-12,302,302
29,6,4,return,4307,4508,265,0,,,0.0,-1.8189894035458565e-12,-1.8189894035458565e-12,302,503
30,11,6,wait,4314,4620,,,0,189,0.0,22261.905691115502,22261.905691115502,85,85
28,10,7,travel,4316,4390,219,1,4,,0.0,-7.275957614183426e-12,-7.275957614183426e-12,347,421
28,10,7,service,4390,4450,,,4,1,-20983.6675425238,-7.275957614183426e-12,20983.66754252379,421,421
28,10,7,travel,4450,4491,1,38,5,,0.0,20983.66754252379,20983.66754252379,421,462
28,10,7,service,4491,4551,,,5,38,20983.6675425238,20983.66754252379,-7.275957614183426e-12,462,462
28,10,7,travel,4551,4593,38,1,6,,0.0,-7.275957614183426e-12,-7.275957614183426e-12,462,504
28,10,7,service,4593,4653,,,6,1,-20983.6675425238,-7.275957614183426e-12,20983.66754252379,504,504
30,11,6,service,4620,4680,,,0,189,22261.9056911155,22261.905691115502,3.637978807091713e-12,85,85
28,10,7,return,4653,4656,1,0,,,0.0,20983.66754252379,20983.66754252379,504,507
30,11,6,travel,4680,4766,189,1,1,,0.0,3.637978807091713e-12,3.637978807091713e-12,85,171
30,11,6,service,4766,4826,,,1,1,-22261.9056911155,3.637978807091713e-12,22261.905691115502,171,171
31,2,3,travel,4793,4942,0,123,0,,0.0,26876.1915980013,26876.1915980013,0,149
30,11,6,travel,4826,4911,1,144,2,,0.0,22261.905691115502,22261.905691115502,171,256
30,11,6,service,4911,4963,,,2,144,18335.199999999975,22261.905691115502,3926.705691115527,256,256
31,2,3,service,4942,5002,,,0,123,26876.1915980013,26876.1915980013,0.0,149,149
30,11,6,travel,4963,5049,144,1,3,,0.0,3926.705691115527,3926.705691115527,256,342
32,12,1,travel,4999,5002,0,1,0,,0.0,0.0,0.0,0,3
31,2,3,return,5002,5151,123,0,,,0.0,0.0,0.0,149,298
32,12,1,service,5002,5062,,,0,1,-22261.9056911155,0.0,22261.9056911155,3,3
30,11,6,service,5049,5109,,,3,1,-18335.199999999975,3926.705691115527,22261.905691115502,342,342
32,12,1,travel,5062,5218,1,118,1,,0.0,22261.9056911155,22261.9056911155,3,159
30,11,6,travel,5109,5160,1,151,4,,0.0,22261.905691115502,22261.905691115502,342,393
30,11,6,service,5160,5220,,,4,151,22166.708518109383,22261.905691115502,95.19717300611956,393,393
33,3,13,travel,5203,5206,0,1,0,,0.0,3.637978807091713e-12,3.637978807091713e-12,0,3
33,3,13,service,5206,5266,,,0,1,-23095.7152497282,3.637978807091713e-12,23095.715249728204,3,3
32,12,1,service,5218,5248,,,1,118,11385.734253692623,22261.9056911155,10876.171437422876,159,159
30,11,6,travel,5220,5269,151,1,5,,0.0,95.19717300611956,95.19717300611956,393,442
32,12,1,travel,5248,5262,118,8,2,,0.0,10876.171437422876,10876.171437422876,159,173
32,12,1,service,5262,5292,,,2,8,6246.888901138317,10876.171437422876,4629.282536284559,173,173
33,3,13,travel,5266,5369,1,26,1,,0.0,23095.715249728204,23095.715249728204,3,106
30,11,6,service,5269,5329,,,5,1,-22166.70851810938,95.19717300611956,22261.9056911155,442,442
32,12,1,travel,5292,5319,8,168,3,,0.0,4629.282536284559,4629.282536284559,173,200
34,9,11,travel,5307,5310,0,1,0,,0.0,1507.952331318882,1507.952331318882,0,3
34,9,11,service,5310,5370,,,0,1,-19782.524747820717,1507.952331318882,21290.4770791396,3,3
32,12,1,service,5319,5349,,,3,168,4629.282536284558,4629.282536284559,9.094947017729282e-13,200,200
30,11,6,layover,5329,6049,1,,6,1,0.0,22261.9056911155,22261.9056911155,442,0
32,12,1,travel,5349,5480,168,1,4,,0.0,9.094947017729282e-13,9.094947017729282e-13,200,331
33,3,13,service,5369,5399,,,1,26,8228.176275634762,23095.715249728204,14867.538974093442,106,106
34,9,11,travel,5370,5519,1,123,1,,0.0,21290.4770791396,21290.4770791396,3,152
33,3,13,travel,5399,5490,26,46,2,,0.0,14867.538974093442,14867.538974093442,106,197
32,12,1,service,5480,5540,,,4,1,-22261.9056911155,9.094947017729282e-13,22261.9056911155,331,331
33,3,13,service,5490,5520,,,2,46,6495.389958553584,14867.538974093442,8372.149015539859,197,197
34,9,11,service,5519,5579,,,1,123,21290.4770791396,21290.4770791396,0.0,152,152
33,3,13,travel,5520,5562,46,209,3,,0.0,8372.149015539859,8372.149015539859,197,239
32,12,1,return,5540,5543,1,0,,,0.0,22261.9056911155,22261.9056911155,331,334
33,3,13,service,5562,5592,,,3,209,8372.149015539868,8372.149015539859,-9.094947017729282e-12,239,239
34,9,11,travel,5579,5728,123,1,2,,0.0,0.0,0.0,152,301
33,3,13,travel,5592,5633,209,1,4,,0.0,-9.094947017729282e-12,-9.094947017729282e-12,239,280
33,3,13,service,5633,5693,,,4,1,-23095.7152497282,-9.094947017729282e-12,23095.715249728193,280,280
33,3,13,travel,5693,5750,1,167,5,,0.0,23095.715249728193,23095.715249728193,280,337
34,9,11,service,5728,5788,,,2,1,-21290.477079139593,0.0,21290.477079139593,301,301
33,3,13,service,5750,5810,,,5,167,13803.14289783746,23095.715249728193,9292.572351890733,337,337
34,9,11,return,5788,5791,1,0,,,0.0,21290.477079139593,21290.477079139593,301,304
33,3,13,travel,5810,5862,167,281,6,,0.0,9292.572351890733,9292.572351890733,337,389
33,3,13,service,5862,5922,,,6,281,9292.572351890743,9292.572351890733,-1.0913936421275139e-11,389,389
33,3,13,return,5922,5971,281,0,,,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11,389,438
30,11,6,travel,6049,6307,1,156,6,,0.0,22261.9056911155,22261.9056911155,0,190
35,1,9,travel,6265,6268,0,1,0,,0.0,-2.1827872842550278e-11,-2.1827872842550278e-11,0,3
35,1,9,service,6268,6328,,,0,1,-21484.7628015348,-2.1827872842550278e-11,21484.762801534776,3,3
30,11,6,wait,6307,7230,,,6,156,0.0,22261.9056911155,22261.9056911155,190,190
35,1,9,travel,6328,6459,1,127,1,,0.0,21484.762801534776,21484.762801534776,3,134
35,1,9,service,6459,6519,,,1,127,21484.7628015348,21484.762801534776,-2.1827872842550278e-11,134,134
35,1,9,return,6519,6649,127,0,,,0.0,-2.1827872842550278e-11,-2.1827872842550278e-11,134,264
36,10,7,travel,6527,6655,0,127,0,,0.0,20983.66754252379,20983.66754252379,0,128
37,6,4,travel,6652,6655,0,1,0,,0.0,-1.8189894035458565e-12,-1.8189894035458565e-12,0,3
36,10,7,service,6655,6715,,,0,127,20983.667542523785,20983.66754252379,7.275957614183426e-12,128,128
37,6,4,service,6655,6715,,,0,1,-20076.1913141696,-1.8189894035458565e-12,20076.1913141696,3,3
38,12,1,travel,6671,6719,0,88,0,,0.0,22261.9056911155,22261.9056911155,0,48
36,10,7,travel,6715,6845,127,1,1,,0.0,7.275957614183426e-12,7.275957614183426e-12,128,258
37,6,4,travel,6715,6796,1,176,1,,0.0,20076.1913141696,20076.1913141696,3,84
38,12,1,service,6719,6779,,,0,88,22261.90569111549,22261.9056911155,7.275957614183426e-12,48,48
38,12,1,return,6779,6828,88,0,,,0.0,7.275957614183426e-12,7.275957614183426e-12,48,97
37,6,4,service,6796,6856,,,1,176,10257.857594006813,20076.1913141696,9818.333720162786,84,84
36,10,7,service,6845,6905,,,1,1,-20983.6675425238,7.275957614183426e-12,20983.667542523806,258,258
37,6,4,travel,6856,6898,176,79,2,,0.0,9818.333720162786,9818.333720162786,84,126
37,6,4,service,6898,6928,,,2,79,9818.333720162786,9818.333720162786,0.0,126,126
36,10,7,travel,6905,6985,1,171,2,,0.0,20983.667542523806,20983.667542523806,258,338
37,6,4,travel,6928,7026,79,1,3,,0.0,0.0,0.0,126,224
36,10,7,service,6985,7045,,,2,171,16928.905511166216,20983.667542523806,4054.76203135759,338,338
37,6,4,service,7026,7086,,,3,1,-20076.1913141696,0.0,20076.1913141696,224,224
36,10,7,travel,7045,7080,171,16,3,,0.0,4054.76203135759,4054.76203135759,338,373
39,9,11,travel,7056,7107,0,5,0,,0.0,21290.477079139593,21290.477079139593,0,51
36,10,7,service,7080,7110,,,3,16,4054.76203135758,4054.76203135759,1.000444171950221e-11,373,373
37,6,4,return,7086,7089,1,0,,,0.0,20076.1913141696,20076.1913141696,224,227
39,9,11,service,7107,7137,,,0,5,2479.099999999999,21290.477079139593,18811.377079139595,51,51
36,10,7,return,7110,7163,16,0,,,0.0,1.000444171950221e-11,1.000444171950221e-11,373,426
39,9,11,travel,7137,7151,5,132,1,,0.0,18811.377079139595,18811.377079139595,51,65
39,9,11,service,7151,7211,,,1,132,13987.107489540023,18811.377079139595,4824.269589599571,65,65
39,9,11,travel,7211,7237,132,131,2,,0.0,4824.269589599571,4824.269589599571,65,91
30,11,6,service,7230,7275,,,6,156,7537.652431488015,22261.9056911155,14724.253259627483,190,190
39,9,11,service,7237,7267,,,2,131,190.476196423139,4824.269589599571,4633.793393176432,91,91
39,9,11,service,7267,7297,,,3,272,1740.9361600000002,4633.793393176432,2892.8572331764317,91,91
30,11,6,travel,7275,7527,156,316,7,,0.0,14724.253259627483,14724.253259627483,190,442
39,9,11,travel,7297,7300,272,141,4,,0.0,2892.8572331764317,2892.8572331764317,91,94
39,9,11,service,7300,7330,,,4,141,2892.85723317643,2892.8572331764317,1.8189894035458565e-12,94,94
40,3,13,travel,7310,7313,0,1,0,,0.0,-1.0913936421275139e-11,-1.0913936421275139e-11,0,3
40,3,13,service,7313,7373,,,0,1,-23095.7152497282,-1.0913936421275139e-11,23095.71524972819,3,3
39,9,11,travel,7330,7383,141,1,5,,0.0,1.8189894035458565e-12,1.8189894035458565e-12,94,147
41,1,9,travel,7369,7372,0,1,0,,0.0,-2.1827872842550278e-11,-2.1827872842550278e-11,0,3
41,1,9,service,7372,7432,,,0,1,-21484.7628015348,-2.1827872842550278e-11,21484.762801534776,3,3
40,3,13,travel,7373,7504,1,168,1,,0.0,23095.71524972819,23095.71524972819,3,134
39,9,11,service,7383,7443,,,5,1,-21290.4770791396,1.8189894035458565e-12,21290.4770791396,147,147
42,4,10,travel,7387,7447,0,166,0,,0.0,19145.2388943594,19145.2388943594,0,60
41,1,9,travel,7432,7514,1,101,1,,0.0,21484.762801534776,21484.762801534776,3,85
43,0,5,travel,7440,7443,0,1,0,,0.0,-1.8189894035458565e-12,-1.8189894035458565e-12,0,3
39,9,11,travel,7443,7596,1,7,6,,0.0,21290.4770791396,21290.4770791396,147,300
43,0,5,service,7443,7503,,,0,1,-4857.14305987975,-1.8189894035458565e-12,4857.143059879748,3,3
42,4,10,service,7447,7477,,,0,166,6171.2425651834055,19145.2388943594,12973.996329175996,60,60
42,4,10,service,7477,7507,,,1,160,1841.1999999999985,12973.996329175996,11132.796329175997,60,60
43,0,5,travel,7503,7565,1,45,1,,0.0,4857.143059879748,4857.143059879748,3,65
40,3,13,service,7504,7534,,,1,168,16798.817463715433,23095.71524972819,6296.897786012756,134,134
42,4,10,travel,7507,7560,160,86,2,,0.0,11132.796329175997,11132.796329175997,60,113
41,1,9,service,7514,7544,,,1,101,20763.625660927988,21484.762801534776,721.1371406067883,85,85
30,11,6,service,7527,7557,,,7,316,5091.3264907084085,14724.253259627483,9632.926768919075,442,442
40,3,13,travel,7534,7610,168,228,2,,0.0,6296.897786012756,6296.897786012756,134,210
41,1,9,return,7544,7622,101,0,,,0.0,721.1371406067883,721.1371406067883,85,163
44,12,1,travel,7548,7551,0,1,0,,0.0,7.275957614183426e-12,7.275957614183426e-12,0,3
44,12,1,service,7551,7611,,,0,1,-22261.9056911155,7.275957614183426e-12,22261.905691115506,3,3
45,5,8,travel,7555,7680,0,287,0,,0.0,20400.000851495006,20400.000851495006,0,125
30,11,6,travel,7557,7601,316,78,8,,0.0,9632.926768919075,9632.926768919075,442,486
42,4,10,service,7560,7590,,,2,86,6487.3051128387515,11132.796329175997,4645.4912163372455,113,113
43,0,5,service,7565,7595,,,1,45,1069.5202800000009,4857.143059879748,3787.622779879747,65,65
42,4,10,service,7590,7620,,,3,278,4637.199670410175,4645.4912163372455,8.291545927070729,113,113
43,0,5,travel,7595,7604,45,289,2,,0.0,3787.622779879747,3787.622779879747,65,74
39,9,11,service,7596,7656,,,6,7,15563.294308884513,21290.4770791396,5727.182770255087,300,300
30,11,6,service,7601,7631,,,8,78,1170.0904590558305,9632.926768919075,8462.836309863244,486,486
43,0,5,service,7604,7634,,,2,289,1198.9200000000003,3787.622779879747,2588.702779879747,74,74
40,3,13,service,7610,7655,,,2,228,1049.2176,6296.897786012756,5247.680186012756,210,210
44,12,1,travel,7611,7713,1,198,1,,0.0,22261.905691115506,22261.905691115506,3,105
42,4,10,return,7620,7689,278,0,,,0.0,8.291545927070729,8.291545927070729,113,182
30,11,6,travel,7631,7644,78,1,9,,0.0,8462.836309863244,8462.836309863244,486,499
43,0,5,travel,7634,7650,289,71,3,,0.0,2588.702779879747,2588.702779879747,74,90
30,11,6,service,7644,7704,,,9,1,-13799.069381252251,8462.836309863244,22261.905691115495,499,499
43,0,5,service,7650,7680,,,3,71,2588.702779879748,2588.702779879747,-9.094947017729282e-13,90,90
40,3,13,travel,7655,7680,228,61,3,,0.0,5247.680186012756,5247.680186012756,210,235
39,9,11,travel,7656,7680,7,56,7,,0.0,5727.182770255087,5727.182770255087,300,324
39,9,11,service,7680,7710,,,7,56,5727.182770255087,5727.182770255087,0.0,324,324
40,3,13,service,7680,7710,,,3,61,5247.680186012756,5247.680186012756,0.0,235,235
43,0,5,return,7680,7726,71,0,,,0.0,-9.094947017729282e-13,-9.094947017729282e-13,90,136
45,5,8,service,7680,7710,,,0,287,552.345621833505,20400.000851495006,19847.6552296615,125,125
30,11,6,return,7704,7707,1,0,,,0.0,22261.905691115495,22261.905691115495,499,502
39,9,11,travel,7710,7845,56,1,8,,0.0,0.0,0.0,324,459
40,3,13,return,7710,7835,61,0,,,0.0,0.0,0.0,235,360
45,5,8,travel,7710,7712,287,127,1,,0.0,19847.6552296615,19847.6552296615,125,127
45,5,8,service,7712,7772,,,1,127,19847.65522966151,19847.6552296615,-7.275957614183426e-12,127,127
44,12,1,service,7713,7779,,,1,198,1185.955020904537,22261.905691115506,21075.95067021097,105,105
46,7,12,travel,7770,7889,0,223,0,,0.0,20642.8580044889,20642.8580044889,0,119
45,5,8,travel,7772,7902,127,1,2,,0.0,-7.275957614183426e-12,-7.275957614183426e-12,127,257
44,12,1,service,7779,7849,,,2,31,20582.892115815062,21075.95067021097,493.05855439590596,105,105
39,9,11,service,7845,7905,,,8,1,-21290.4770791396,0.0,21290.4770791396,459,459
44,12,1,travel,7849,7947,31,1,3,,0.0,493.05855439590596,493.05855439590596,105,203
47,6,4,travel,7853,8048,0,18,0,,0.0,20076.1913141696,20076.1913141696,0,195
46,7,12,service,7889,7919,,,0,223,1599.5432399999918,20642.8580044889,19043.314764488907,119,119
45,5,8,service,7902,7962,,,2,1,-20400.000851495,-7.275957614183426e-12,20400.00085149499,257,257
39,9,11,return,7905,7908,1,0,,,0.0,21290.4770791396,21290.4770791396,459,462
46,7,12,travel,7919,7959,223,115,1,,0.0,19043.314764488907,19043.314764488907,119,159
48,10,7,travel,7932,7935,0,1,0,,0.0,1.000444171950221e-11,1.000444171950221e-11,0,3
48,10,7,service,7935,7995,,,0,1,-20983.6675425238,1.000444171950221e-11,20983.66754252381,3,3
44,12,1,service,7947,8007,,,3,1,-21768.847136719596,493.05855439590596,22261.905691115502,203,203
46,7,12,service,7959,8019,,,1,115,15288.99914850498,19043.314764488907,3754.3156159839273,159,159
45,5,8,travel,7962,8010,1,88,3,,0.0,20400.00085149499,20400.00085149499,257,305
48,10,7,travel,7995,8189,1,206,1,,0.0,20983.66754252381,20983.66754252381,3,197
44,12,1,travel,8007,8048,1,312,4,,0.0,22261.905691115502,22261.905691115502,203,244
45,5,8,service,8010,8070,,,3,88,20400.000851494984,20400.00085149499,7.275957614183426e-12,305,305
46,7,12,travel,8019,8030,115,203,2,,0.0,3754.3156159839273,3754.3156159839273,159,170
46,7,12,service,8030,8060,,,2,203,3376.315615983909,3754.3156159839273,378.0000000000182,170,170
49,8,0,travel,8034,8037,0,1,0,,0.0,1088.2404556364895,1088.2404556364895,0,3
49,8,0,service,8037,8097,,,0,1,-6035.569365520481,1088.2404556364895,7123.80982115697,3,3
44,12,1,service,8048,8078,,,4,312,1159.5,22261.905691115502,21102.405691115502,244,244
47,6,4,service,8048,8078,,,0,18,4904.699999999991,20076.1913141696,15171.491314169609,195,195
46,7,12,travel,8060,8184,203,13,3,,0.0,378.0000000000182,378.0000000000182,170,294
45,5,8,return,8070,8119,88,0,,,0.0,7.275957614183426e-12,7.275957614183426e-12,305,354
44,12,1,travel,8078,8122,312,219,5,,0.0,21102.405691115502,21102.405691115502,244,288
47,6,4,travel,8078,8129,18,77,1,,0.0,15171.491314169609,15171.491314169609,195,246
49,8,0,travel,8097,8236,1,199,1,,0.0,7123.80982115697,7123.80982115697,3,142
44,12,1,service,8122,8182,,,5,219,15337.000756041656,21102.405691115502,5765.404935073846,288,288
