origin,origin_kind,rank,destination,destination_kind,distance,reverse_distance
68,customer,6,192,customer,10.0,11.0
68,customer,7,209,customer,10.0,10.0
68,customer,8,292,customer,10.0,10.0
68,customer,9,314,customer,10.0,10.0
68,customer,10,135,customer,12.0,13.0
69,customer,1,220,customer,2.0,2.0
69,customer,2,224,customer,2.0,2.0
69,customer,3,4,customer,3.0,3.0
69,customer,4,73,customer,3.0,3.0
69,customer,5,136,customer,3.0,3.0
69,customer,6,196,customer,3.0,4.0
69,customer,7,267,customer,3.0,3.0
69,customer,8,275,customer,3.0,3.0
69,customer,9,279,customer,3.0,4.0
69,customer,10,259,customer,4.0,4.0
70,customer,1,91,customer,3.0,3.0
70,customer,2,179,customer,3.0,3.0
70,customer,3,181,customer,14.0,10.0
70,customer,4,223,customer,14.0,14.0
70,customer,5,115,customer,15.0,12.0
70,customer,6,203,customer,15.0,15.0
70,customer,7,262,customer,35.0,32.0
70,customer,8,290,customer,35.0,35.0
70,customer,9,306,customer,36.0,36.0
70,customer,10,120,customer,38.0,38.0
71,customer,1,233,customer,0.0,0.0
71,customer,2,114,customer,2.0,1.0
71,customer,3,157,customer,2.0,3.0
71,customer,4,165,customer,2.0,2.0
71,customer,5,210,customer,2.0,3.0
71,customer,6,213,customer,2.0,2.0
71,customer,7,242,customer,2.0,2.0
71,customer,8,263,customer,2.0,2.0
71,customer,9,274,customer,2.0,2.0
71,customer,10,99,customer,3.0,2.0
72,customer,1,202,customer,1.0,1.0
72,customer,2,232,customer,1.0,1.0
72,customer,3,90,customer,13.0,12.0
72,customer,4,104,customer,13.0,11.0
72,customer,5,39,customer,14.0,13.0
72,customer,6,213,customer,14.0,17.0
72,customer,7,312,customer,14.0,15.0
72,customer,8,114,customer,15.0,17.0
72,customer,9,165,customer,15.0,18.0
72,customer,10,242,customer,15.0,18.0
73,customer,1,259,customer,0.823522706045751,0.823522706045751
73,customer,2,171,customer,2.0,2.0
73,customer,3,258,customer,2.0,2.0
73,customer,4,275,customer,2.0,2.0
73,customer,5,69,customer,3.0,3.0
73,customer,6,176,customer,3.0,3.0
73,customer,7,220,customer,4.0,4.0
73,customer,8,224,customer,4.0,4.0
73,customer,9,4,customer,6.0,6.0
73,customer,10,64,customer,6.0,6.0
74,customer,1,51,customer,0.0,0.0
74,customer,2,132,customer,0.0,0.0
74,customer,3,38,customer,0.0939469138904906,0.0939469138904906
74,customer,4,125,customer,0.0939469138904906,0.0939469138904906
74,customer,5,15,customer,2.0,1.0
74,customer,6,180,customer,2.0,3.0
74,customer,7,253,customer,2.0,3.0
74,customer,8,261,customer,2.0,3.0
74,customer,9,304,customer,2.0,3.0
74,customer,10,142,customer,5.0,6.0
75,customer,1,204,customer,20.0,18.0
75,customer,2,27,customer,24.0,25.0
75,customer,3,150,customer,24.0,25.0
75,customer,4,197,customer,24.0,25.0
75,customer,5,227,customer,24.0,22.0
75,customer,6,200,customer,25.0,24.0
75,customer,7,129,customer,28.0,29.0
75,customer,8,254,customer,34.0,35.0
75,customer,9,307,customer,34.0,35.0
75,customer,10,85,customer,35.0,35.0
76,customer,1,155,customer,3.0,3.0
76,customer,2,184,customer,6.0,7.0
76,customer,3,113,customer,7.0,7.0
76,customer,4,161,customer,9.0,11.0
76,customer,5,111,customer,12.0,12.0
76,customer,6,188,customer,15.0,15.0
76,customer,7,54,customer,16.0,18.0
76,customer,8,257,customer,16.0,20.0
76,customer,9,288,customer,16.0,20.0
76,customer,10,174,customer,17.0,20.0
77,customer,1,116,customer,8.0,8.0
77,customer,2,217,customer,15.0,15.0
77,customer,3,18,customer,31.0,29.0
77,customer,4,229,customer,38.0,37.0
77,customer,5,169,customer,39.0,38.0
77,customer,6,183,customer,44.0,44.0
77,customer,7,206,customer,44.0,43.0
77,customer,8,145,customer,45.0,44.0
77,customer,9,277,customer,47.0,47.0
77,customer,10,228,customer,54.0,54.0
78,customer,1,243,customer,0.0,0.0
78,customer,2,291,customer,0.0,0.0
78,customer,3,0,base,6.0,6.0
78,customer,4,1,source,6.0,6.0
78,customer,5,59,customer,7.0,6.0
78,customer,6,185,customer,7.0,6.0
78,customer,7,192,customer,7.0,6.0
78,customer,8,135,customer,12.0,8.0
78,customer,9,134,customer,13.0,13.0
78,customer,10,170,customer,14.0,14.0
79,customer,1,26,customer,4.0,4.0
79,customer,2,34,customer,4.0,3.0
79,customer,3,270,customer,4.0,3.0
79,customer,4,66,customer,10.0,10.0
79,customer,5,149,customer,10.0,10.0
79,customer,6,286,customer,13.0,15.0
79,customer,7,153,customer,17.0,20.0
79,customer,8,325,customer,17.0,18.0
79,customer,9,12,customer,19.0,18.0
79,customer,10,98,customer,19.0,19.0
80,customer,1,301,customer,7.0,6.0
80,customer,2,10,customer,18.0,17.0
80,customer,3,167,customer,18.0,17.0
80,customer,4,162,customer,24.0,23.0
80,customer,5,284,customer,28.0,30.0
80,customer,6,152,customer,29.0,26.0
80,customer,7,322,customer,29.0,28.0
80,customer,8,68,customer,32.0,32.0
80,customer,9,134,customer,32.0,32.0
80,customer,10,0,base,33.0,32.0
81,customer,1,6,customer,3.0,3.0
81,customer,2,63,customer,4.0,3.0
81,customer,3,156,customer,22.0,22.0
81,customer,4,128,customer,24.0,24.0
81,customer,5,295,customer,24.0,24.0
81,customer,6,239,customer,28.0,28.0
81,customer,7,172,customer,29.0,29.0
81,customer,8,214,customer,29.0,29.0
81,customer,9,20,customer,56.0,56.0
81,customer,10,249,customer,60.0,59.0
82,customer,1,144,customer,11.0,9.0
82,customer,2,189,customer,11.0,9.0
82,customer,3,234,customer,22.0,21.0
82,customer,4,31,customer,35.0,35.0
82,customer,5,198,customer,35.0,35.0
82,customer,6,175,customer,36.0,36.0
82,customer,7,225,customer,37.0,36.0
82,customer,8,95,customer,38.0,38.0
82,customer,9,58,customer,40.0,39.0
82,customer,10,96,customer,40.0,39.0
83,customer,1,7,customer,0.724595775235271,0.724595775235271
83,customer,2,105,customer,1.0,1.0
83,customer,3,93,customer,12.0,12.0
83,customer,4,321,customer,12.0,12.0
83,customer,5,122,customer,14.0,10.0
83,customer,6,56,customer,19.0,20.0
83,customer,7,252,customer,20.0,20.0
83,customer,8,29,customer,21.0,21.0
83,customer,9,36,customer,25.0,26.0
83,customer,10,123,customer,25.0,26.0
84,customer,1,100,customer,0.294710996455574,0.294710996455574
84,customer,2,112,customer,2.0,3.0
84,customer,3,173,customer,2.0,3.0
84,customer,4,196,customer,4.0,3.0
84,customer,5,279,customer,4.0,3.0
84,customer,6,22,customer,5.0,6.0
84,customer,7,53,customer,5.0,4.0
84,customer,8,133,customer,5.0,6.0
84,customer,9,190,customer,5.0,5.0
84,customer,10,220,customer,5.0,5.0
85,customer,1,30,customer,3.0,6.0
85,customer,2,204,customer,31.0,28.0
85,customer,3,75,customer,35.0,35.0
85,customer,4,27,customer,52.0,53.0
85,customer,5,150,customer,52.0,53.0
85,customer,6,197,customer,52.0,53.0
85,customer,7,227,customer,52.0,50.0
85,customer,8,200,customer,53.0,52.0
85,customer,9,129,customer,56.0,57.0
85,customer,10,254,customer,62.0,63.0
86,customer,1,278,customer,0.0,0.0
86,customer,2,92,customer,2.0,1.0
86,customer,3,318,customer,2.0,1.0
86,customer,4,255,customer,5.0,5.0
86,customer,5,4,customer,7.0,6.0
86,customer,6,84,customer,7.0,7.0
86,customer,7,100,customer,7.0,8.0
86,customer,8,112,customer,7.0,7.0
86,customer,9,136,customer,7.0,6.0
86,customer,10,174,customer,7.0,7.0
87,customer,1,293,customer,1.0,1.0
87,customer,2,245,customer,3.0,3.0
87,customer,3,283,customer,3.0,3.0
87,customer,4,175,customer,7.0,7.0
87,customer,5,96,customer,8.0,8.0
87,customer,6,320,customer,8.0,8.0
87,customer,7,256,customer,9.0,8.0
87,customer,8,273,customer,9.0,8.0
87,customer,9,97,customer,10.0,12.0
87,customer,10,52,customer,11.0,13.0
88,customer,1,3,customer,0.0,0.0
88,customer,2,308,customer,1.63936667549217,1.63936667549217
88,customer,3,103,customer,9.0,9.0
88,customer,4,177,customer,9.0,9.0
88,customer,5,316,customer,9.0,9.0
88,customer,6,49,customer,14.0,14.0
88,customer,7,124,customer,14.0,14.0
88,customer,8,158,customer,14.0,14.0
88,customer,9,209,customer,14.0,14.0
88,customer,10,292,customer,14.0,14.0
89,customer,1,2,customer,4.0,4.0
89,customer,2,107,customer,4.0,4.0
89,customer,3,282,customer,4.0,4.0
89,customer,4,147,customer,5.0,6.0
89,customer,5,193,customer,7.0,7.0
89,customer,6,238,customer,7.0,7.0
89,customer,7,16,customer,8.0,7.0
89,customer,8,41,customer,8.0,7.0
89,customer,9,55,customer,8.0,7.0
89,customer,10,139,customer,8.0,7.0
90,customer,1,60,customer,7.0,6.0
90,customer,2,160,customer,8.0,14.0
90,customer,3,166,customer,8.0,14.0
90,customer,4,39,customer,11.0,9.0
90,customer,5,72,customer,12.0,13.0
90,customer,6,202,customer,12.0,12.0
90,customer,7,232,customer,12.0,12.0
90,customer,8,188,customer,19.0,21.0
90,customer,9,300,customer,20.0,15.0
90,customer,10,104,customer,23.0,21.0
91,customer,1,179,customer,0.0,0.0
91,customer,2,70,customer,3.0,3.0
91,customer,3,115,customer,13.0,9.0
91,customer,4,181,customer,13.0,9.0
91,customer,5,203,customer,17.0,13.0
91,customer,6,223,customer,18.0,17.0
91,customer,7,262,customer,38.0,36.0
91,customer,8,290,customer,38.0,38.0
91,customer,9,306,customer,39.0,39.0
91,customer,10,120,customer,40.0,31.0
92,customer,1,318,customer,0.0,0.0
92,customer,2,86,customer,1.0,2.0
92,customer,3,278,customer,1.0,2.0
92,customer,4,4,customer,5.0,5.0
92,customer,5,136,customer,5.0,5.0
92,customer,6,84,customer,6.0,7.0
92,customer,7,100,customer,6.0,7.0
92,customer,8,112,customer,6.0,7.0
92,customer,9,196,customer,6.0,7.0
92,customer,10,267,customer,6.0,7.0
93,customer,1,321,customer,0.0,0.0
93,customer,2,122,customer,1.0,2.0
93,customer,3,252,customer,9.0,9.0
93,customer,4,29,customer,10.0,10.0
93,customer,5,83,customer,12.0,12.0
93,customer,6,105,customer,13.0,13.0
93,customer,7,168,customer,15.0,15.0
93,customer,8,106,customer,16.0,17.0
93,customer,9,7,customer,17.0,17.0
93,customer,10,211,customer,17.0,15.0
94,customer,1,309,customer,0.0,0.0
94,customer,2,21,customer,13.0,13.0
94,customer,3,130,customer,13.0,13.0
94,customer,4,221,customer,13.0,13.0
94,customer,5,11,customer,18.0,18.0
94,customer,6,247,customer,18.0,18.0
94,customer,7,264,customer,18.0,18.0
94,customer,8,18,customer,48.0,48.0
94,customer,9,217,customer,57.0,57.0
94,customer,10,205,customer,66.0,66.0
95,customer,1,31,customer,4.0,3.0
95,customer,2,198,customer,4.0,3.0
95,customer,3,317,customer,16.0,16.0
95,customer,4,277,customer,21.0,25.0
95,customer,5,183,customer,23.0,32.0
95,customer,6,61,customer,27.0,42.0
95,customer,7,144,customer,27.0,30.0
95,customer,8,189,customer,27.0,30.0
95,customer,9,229,customer,34.0,43.0
95,customer,10,234,customer,36.0,33.0
96,customer,1,320,customer,0.0,0.0
96,customer,2,256,customer,1.0,0.83324929148918
96,customer,3,273,customer,1.0,0.83324929148918
96,customer,4,175,customer,5.0,7.0
96,customer,5,87,customer,8.0,8.0
96,customer,6,245,customer,10.0,10.0
96,customer,7,283,customer,10.0,10.0
96,customer,8,293,customer,10.0,9.0
96,customer,9,97,customer,18.0,18.0
96,customer,10,52,customer,19.0,19.0
97,customer,1,52,customer,1.0,1.0
97,customer,2,208,customer,1.0,1.0
97,customer,3,299,customer,1.0,1.0
97,customer,4,187,customer,5.0,13.0
97,customer,5,283,customer,8.0,8.0
97,customer,6,245,customer,9.0,9.0
97,customer,7,15,customer,10.0,12.0
97,customer,8,17,customer,10.0,12.0
97,customer,9,225,customer,10.0,10.0
97,customer,10,241,customer,10.0,11.0
98,customer,1,148,customer,0.0,0.0
98,customer,2,315,customer,0.0,0.0
98,customer,3,12,customer,2.0,3.0
98,customer,4,47,customer,2.0,2.0
98,customer,5,62,customer,2.0,2.0
98,customer,6,48,customer,4.0,4.0
98,customer,7,108,customer,4.0,4.0
98,customer,8,171,customer,4.0,4.0
98,customer,9,258,customer,4.0,4.0
98,customer,10,64,customer,5.0,1.0
99,customer,1,71,customer,2.0,3.0
99,customer,2,233,customer,2.0,3.0
99,customer,3,114,customer,3.0,3.0
99,customer,4,165,customer,3.0,4.0
99,customer,5,213,customer,3.0,3.0
99,customer,6,242,customer,3.0,4.0
99,customer,7,263,customer,3.0,3.0
99,customer,8,274,customer,3.0,4.0
99,customer,9,157,customer,4.0,4.0
99,customer,10,210,customer,4.0,4.0
100,customer,1,84,customer,0.294710996455574,0.294710996455574
100,customer,2,112,customer,3.0,3.0
100,customer,3,173,customer,3.0,3.0
100,customer,4,53,customer,4.0,3.0
100,customer,5,196,customer,4.0,3.0
100,customer,6,279,customer,4.0,3.0
100,customer,7,22,customer,5.0,6.0
100,customer,8,24,customer,5.0,5.0
100,customer,9,133,customer,5.0,5.0
100,customer,10,138,customer,5.0,5.0
101,customer,1,216,customer,16.0,17.0
101,customer,2,60,customer,20.0,21.0
101,customer,3,160,customer,23.0,28.0
101,customer,4,166,customer,23.0,28.0
101,customer,5,188,customer,24.0,25.0
101,customer,6,39,customer,27.0,27.0
101,customer,7,113,customer,27.0,28.0
101,customer,8,90,customer,30.0,35.0
101,customer,9,76,customer,31.0,32.0
101,customer,10,65,customer,33.0,34.0
102,customer,1,35,customer,10.0,8.0
102,customer,2,19,customer,16.0,14.0
102,customer,3,235,customer,18.0,16.0
102,customer,4,26,customer,20.0,17.0
102,customer,5,34,customer,21.0,19.0
102,customer,6,37,customer,21.0,25.0
102,customer,7,66,customer,21.0,24.0
102,customer,8,149,customer,21.0,24.0
102,customer,9,215,customer,21.0,25.0
102,customer,10,270,customer,21.0,19.0
103,customer,1,177,customer,0.0,0.0
103,customer,2,316,customer,0.0,0.0
103,customer,3,49,customer,7.0,7.0
103,customer,4,124,customer,7.0,7.0
103,customer,5,158,customer,7.0,7.0
103,customer,6,209,customer,7.0,7.0
103,customer,7,292,customer,7.0,7.0
103,customer,8,314,customer,7.0,7.0
103,customer,9,3,customer,9.0,9.0
103,customer,10,88,customer,9.0,9.0
104,customer,1,213,customer,5.0,6.0
104,customer,2,114,customer,6.0,7.0
104,customer,3,71,customer,7.0,9.0
104,customer,4,165,customer,7.0,7.0
104,customer,5,233,customer,7.0,9.0
104,customer,6,242,customer,7.0,7.0
104,customer,7,263,customer,7.0,7.0
104,customer,8,274,customer,7.0,7.0
104,customer,9,312,customer,7.0,7.0
104,customer,10,99,customer,9.0,10.0
105,customer,1,7,customer,1.0,1.0
105,customer,2,83,customer,1.0,1.0
105,customer,3,93,customer,13.0,13.0
105,customer,4,321,customer,13.0,13.0
105,customer,5,122,customer,15.0,11.0
105,customer,6,56,customer,18.0,19.0
105,customer,7,252,customer,21.0,21.0
105,customer,8,29,customer,22.0,22.0
105,customer,9,36,customer,24.0,25.0
105,customer,10,123,customer,24.0,24.0
106,customer,1,211,customer,1.0,1.0
106,customer,2,123,customer,4.0,4.0
106,customer,3,168,customer,12.0,16.0
106,customer,4,29,customer,13.0,11.0
106,customer,5,122,customer,15.0,14.0
106,customer,6,93,customer,17.0,16.0
106,customer,7,321,customer,17.0,16.0
106,customer,8,8,customer,24.0,33.0
106,customer,9,83,customer,25.0,28.0
106,customer,10,7,customer,26.0,32.0
107,customer,1,282,customer,0.0,0.0
107,customer,2,2,customer,0.254966094807735,0.254966094807735
107,customer,3,16,customer,3.0,3.0
107,customer,4,41,customer,3.0,3.0
107,customer,5,55,customer,3.0,3.0
107,customer,6,139,customer,3.0,3.0
107,customer,7,193,customer,3.0,3.0
107,customer,8,194,customer,3.0,3.0
107,customer,9,238,customer,3.0,3.0
107,customer,10,17,customer,4.0,3.0
108,customer,1,48,customer,0.0,0.0
108,customer,2,12,customer,3.0,3.0
108,customer,3,98,customer,4.0,4.0
108,customer,4,148,customer,4.0,4.0
108,customer,5,153,customer,4.0,5.0
108,customer,6,315,customer,4.0,4.0
108,customer,7,47,customer,5.0,6.0
108,customer,8,62,customer,5.0,6.0
108,customer,9,64,customer,5.0,4.0
108,customer,10,294,customer,5.0,4.0
109,customer,1,266,customer,0.0,0.0
109,customer,2,199,customer,26.0,26.0
109,customer,3,56,customer,46.0,54.0
109,customer,4,36,customer,49.0,50.0
109,customer,5,7,customer,65.0,65.0
109,customer,6,83,customer,65.0,66.0
109,customer,7,105,customer,65.0,65.0
109,customer,8,123,customer,70.0,71.0
109,customer,9,93,customer,71.0,71.0
109,customer,10,321,customer,71.0,71.0
110,customer,1,260,customer,0.0,0.0
110,customer,2,25,customer,2.0,3.0
110,customer,3,157,customer,6.0,6.0
110,customer,4,210,customer,6.0,6.0
110,customer,5,99,customer,7.0,7.0
110,customer,6,71,customer,8.0,9.0
110,customer,7,146,customer,8.0,8.0
110,customer,8,233,customer,8.0,9.0
110,customer,9,50,customer,9.0,8.0
110,customer,10,230,customer,9.0,8.0
111,customer,1,161,customer,4.0,2.0
111,customer,2,54,customer,8.0,6.0
111,customer,3,155,customer,8.0,9.0
111,customer,4,201,customer,8.0,8.0
111,customer,5,257,customer,9.0,9.0
111,customer,6,288,customer,9.0,9.0
111,customer,7,65,customer,10.0,10.0
111,customer,8,174,customer,10.0,10.0
111,customer,9,184,customer,10.0,9.0
111,customer,10,218,customer,10.0,10.0
112,customer,1,84,customer,3.0,2.0
112,customer,2,100,customer,3.0,3.0
112,customer,3,53,customer,5.0,5.0
112,customer,4,173,customer,5.0,5.0
112,customer,5,22,customer,6.0,7.0
112,customer,6,133,customer,6.0,6.0
112,customer,7,190,customer,6.0,6.0
112,customer,8,289,customer,6.0,6.0
112,customer,9,24,customer,7.0,7.0
112,customer,10,86,customer,7.0,7.0
113,customer,1,76,customer,7.0,7.0
113,customer,2,184,customer,10.0,10.0
113,customer,3,155,customer,11.0,11.0
113,customer,4,188,customer,11.0,9.0
113,customer,5,161,customer,16.0,22.0
113,customer,6,201,customer,16.0,16.0
113,customer,7,65,customer,17.0,17.0
113,customer,8,218,customer,17.0,17.0
113,customer,9,255,customer,19.0,20.0
113,customer,10,111,customer,20.0,22.0
114,customer,1,213,customer,0.556602732145949,0.556602732145949
114,customer,2,71,customer,1.0,2.0
114,customer,3,165,customer,1.0,1.0
114,customer,4,233,customer,1.0,2.0
114,customer,5,242,customer,1.0,1.0
114,customer,6,263,customer,1.0,1.0
114,customer,7,274,customer,1.0,1.0
114,customer,8,99,customer,3.0,3.0
114,customer,9,157,customer,4.0,5.0
114,customer,10,210,customer,4.0,5.0
115,customer,1,181,customer,1.0,1.0
115,customer,2,203,customer,5.0,5.0
115,customer,3,91,customer,9.0,13.0
115,customer,4,179,customer,9.0,13.0
115,customer,5,70,customer,12.0,15.0
115,customer,6,120,customer,24.0,24.0
115,customer,7,223,customer,29.0,28.0
115,customer,8,163,customer,36.0,34.0
115,customer,9,290,customer,48.0,48.0
115,customer,10,262,customer,49.0,46.0
116,customer,1,77,customer,8.0,8.0
116,customer,2,217,customer,24.0,24.0
116,customer,3,169,customer,30.0,30.0
116,customer,4,229,customer,32.0,32.0
116,customer,5,18,customer,35.0,35.0
116,customer,6,145,customer,35.0,35.0
116,customer,7,206,customer,35.0,35.0
116,customer,8,183,customer,37.0,37.0
116,customer,9,277,customer,37.0,37.0
116,customer,10,317,customer,44.0,44.0
117,customer,1,250,customer,21.0,21.0
117,customer,2,296,customer,31.0,31.0
117,customer,3,28,customer,32.0,32.0
117,customer,4,102,customer,36.0,35.0
117,customer,5,66,customer,38.0,40.0
117,customer,6,149,customer,38.0,40.0
117,customer,7,35,customer,40.0,40.0
117,customer,8,119,customer,46.0,46.0
117,customer,9,19,customer,47.0,46.0
117,customer,10,222,customer,47.0,59.0
118,customer,1,8,customer,8.0,8.0
118,customer,2,168,customer,29.0,30.0
118,customer,3,191,customer,35.0,35.0
118,customer,4,195,customer,35.0,35.0
118,customer,5,305,customer,35.0,35.0
118,customer,6,29,customer,37.0,37.0
118,customer,7,211,customer,38.0,39.0
118,customer,8,106,customer,39.0,41.0
118,customer,9,123,customer,43.0,44.0
118,customer,10,252,customer,44.0,45.0
119,customer,1,323,customer,9.0,9.0
119,customer,2,222,customer,11.0,10.0
119,customer,3,280,customer,23.0,22.0
119,customer,4,250,customer,30.0,30.0
119,customer,5,40,customer,38.0,38.0
119,customer,6,37,customer,39.0,43.0
119,customer,7,215,customer,39.0,43.0
119,customer,8,251,customer,39.0,39.0
119,customer,9,117,customer,46.0,46.0
119,customer,10,290,customer,48.0,46.0
120,customer,1,203,customer,20.0,20.0
120,customer,2,163,customer,23.0,19.0
120,customer,3,115,customer,24.0,24.0
120,customer,4,181,customer,24.0,24.0
120,customer,5,91,customer,31.0,40.0
120,customer,6,179,customer,31.0,40.0
120,customer,7,70,customer,38.0,38.0
120,customer,8,223,customer,51.0,51.0
120,customer,9,262,customer,71.0,69.0
120,customer,10,290,customer,71.0,71.0
121,customer,1,23,customer,3.0,3.0
121,customer,2,322,customer,9.0,9.0
121,customer,3,134,customer,13.0,13.0
121,customer,4,281,customer,15.0,15.0
121,customer,5,0,base,17.0,17.0
121,customer,6,1,source,18.0,18.0
121,customer,7,162,customer,18.0,17.0
121,customer,8,284,customer,20.0,20.0
121,customer,9,300,customer,22.0,22.0
121,customer,10,78,customer,25.0,25.0
122,customer,1,93,customer,2.0,1.0
122,customer,2,321,customer,2.0,1.0
122,customer,3,29,customer,7.0,8.0
122,customer,4,83,customer,10.0,14.0
122,customer,5,7,customer,11.0,19.0
122,customer,6,105,customer,11.0,15.0
122,customer,7,252,customer,11.0,11.0
122,customer,8,106,customer,14.0,15.0
122,customer,9,211,customer,14.0,13.0
122,customer,10,168,customer,17.0,8.0
123,customer,1,106,customer,4.0,4.0
123,customer,2,211,customer,6.0,6.0
123,customer,3,29,customer,16.0,16.0
123,customer,4,122,customer,18.0,18.0
123,customer,5,168,customer,19.0,19.0
123,customer,6,93,customer,20.0,21.0
123,customer,7,321,customer,20.0,21.0
123,customer,8,105,customer,24.0,24.0
123,customer,9,7,customer,26.0,26.0
123,customer,10,83,customer,26.0,25.0
124,customer,1,49,customer,0.0,0.0
124,customer,2,314,customer,0.0,0.0
124,customer,3,158,customer,0.0373650594841034,0.0373650594841034
124,customer,4,209,customer,0.0373650594841034,0.0373650594841034
124,customer,5,292,customer,0.0373650594841034,0.0373650594841034
124,customer,6,103,customer,7.0,7.0
124,customer,7,177,customer,7.0,7.0
124,customer,8,316,customer,7.0,7.0
124,customer,9,68,customer,10.0,10.0
124,customer,10,170,customer,12.0,12.0
125,customer,1,38,customer,0.0,0.0
125,customer,2,51,customer,0.0939469138904906,0.0939469138904906
125,customer,3,74,customer,0.0939469138904906,0.0939469138904906
125,customer,4,132,customer,0.0939469138904906,0.0939469138904906
125,customer,5,15,customer,2.0,1.0
125,customer,6,180,customer,2.0,3.0
125,customer,7,253,customer,2.0,3.0
125,customer,8,261,customer,2.0,3.0
125,customer,9,304,customer,2.0,3.0
125,customer,10,142,customer,5.0,6.0
126,customer,1,5,customer,0.0,0.0
126,customer,2,32,customer,0.0,0.0
126,customer,3,67,customer,0.0,0.0
126,customer,4,269,customer,0.0,0.0
126,customer,5,302,customer,0.0,0.0
126,customer,6,311,customer,0.0,0.0
126,customer,7,324,customer,0.0,0.0
126,customer,8,240,customer,2.0,6.0
126,customer,9,58,customer,3.0,3.0
126,customer,10,154,customer,3.0,3.0
127,customer,1,268,customer,0.0,0.0
127,customer,2,287,customer,1.0,1.0
127,customer,3,313,customer,12.0,13.0
127,customer,4,42,customer,13.0,14.0
127,customer,5,285,customer,14.0,15.0
127,customer,6,137,customer,26.0,27.0
127,customer,7,145,customer,32.0,32.0
127,customer,8,277,customer,46.0,47.0
127,customer,9,234,customer,47.0,47.0
127,customer,10,31,customer,48.0,49.0
128,customer,1,295,customer,0.0,0.0
128,customer,2,156,customer,2.0,2.0
128,customer,3,214,customer,10.0,10.0
128,customer,4,172,customer,11.0,10.0
128,customer,5,239,customer,18.0,18.0
128,customer,6,81,customer,24.0,24.0
128,customer,7,6,customer,28.0,28.0
128,customer,8,63,customer,29.0,28.0
128,customer,9,319,customer,67.0,67.0
128,customer,10,57,customer,75.0,75.0
129,customer,1,27,customer,7.0,8.0
129,customer,2,150,customer,7.0,8.0
129,customer,3,197,customer,8.0,8.0
129,customer,4,254,customer,8.0,18.0
129,customer,5,200,customer,10.0,9.0
129,customer,6,227,customer,10.0,8.0
129,customer,7,307,customer,14.0,12.0
129,customer,8,9,customer,21.0,13.0
129,customer,9,14,customer,21.0,14.0
129,customer,10,178,customer,21.0,13.0
130,customer,1,21,customer,0.0,0.0
130,customer,2,221,customer,0.0,0.0
130,customer,3,11,customer,5.0,7.0
130,customer,4,247,customer,5.0,7.0
130,customer,5,264,customer,5.0,7.0
130,customer,6,94,customer,13.0,13.0
130,customer,7,309,customer,13.0,13.0
130,customer,8,18,customer,43.0,43.0
130,customer,9,217,customer,56.0,57.0
130,customer,10,77,customer,67.8,67.8
131,customer,1,272,customer,0.0,0.0
131,customer,2,141,customer,1.0,1.0
131,customer,3,22,customer,5.0,6.0
131,customer,4,24,customer,6.0,6.0
131,customer,5,71,customer,6.0,6.0
131,customer,6,133,customer,6.0,7.0
131,customer,7,138,customer,6.0,7.0
131,customer,8,190,customer,6.0,7.0
131,customer,9,233,customer,6.0,6.0
131,customer,10,237,customer,6.0,7.0
132,customer,1,51,customer,0.0,0.0
132,customer,2,74,customer,0.0,0.0
132,customer,3,38,customer,0.0939469138904906,0.0939469138904906
132,customer,4,125,customer,0.0939469138904906,0.0939469138904906
132,customer,5,15,customer,2.0,1.0
132,customer,6,180,customer,2.0,3.0
132,customer,7,253,customer,2.0,3.0
132,customer,8,261,customer,2.0,3.0
132,customer,9,304,customer,2.0,3.0
132,customer,10,142,customer,5.0,6.0
133,customer,1,289,customer,0.0,0.0
133,customer,2,22,customer,1.0,2.0
133,customer,3,24,customer,1.0,1.0
133,customer,4,190,customer,1.0,2.0
133,customer,5,138,customer,2.0,1.0
133,customer,6,237,customer,2.0,1.0
133,customer,7,53,customer,3.0,2.0
133,customer,8,45,customer,4.0,3.0
133,customer,9,100,customer,5.0,5.0
133,customer,10,173,customer,5.0,5.0
134,customer,1,0,base,8.0,8.0
134,customer,2,1,source,9.0,9.0
134,customer,3,162,customer,12.0,13.0
134,customer,4,78,customer,13.0,13.0
134,customer,5,121,customer,13.0,13.0
134,customer,6,243,customer,13.0,13.0
134,customer,7,291,customer,13.0,13.0
134,customer,8,23,customer,16.0,18.0
134,customer,9,59,customer,18.0,22.0
134,customer,10,185,customer,18.0,22.0
135,customer,1,59,customer,3.0,6.0
135,customer,2,185,customer,3.0,6.0
135,customer,3,192,customer,3.0,6.0
135,customer,4,78,customer,8.0,12.0
135,customer,5,243,customer,8.0,12.0
135,customer,6,291,customer,8.0,12.0
135,customer,7,170,customer,9.0,11.0
135,customer,8,0,base,13.0,17.0
135,customer,9,68,customer,13.0,12.0
135,customer,10,1,source,14.0,17.0
136,customer,1,4,customer,0.0,0.0
136,customer,2,267,customer,2.0,2.0
136,customer,3,69,customer,3.0,3.0
136,customer,4,196,customer,3.0,3.0
136,customer,5,279,customer,3.0,3.0
136,customer,6,92,customer,5.0,5.0
136,customer,7,257,customer,5.0,6.0
136,customer,8,275,customer,5.0,5.0
136,customer,9,318,customer,5.0,5.0
136,customer,10,73,customer,6.0,6.0
137,customer,1,145,customer,22.0,22.0
137,customer,2,287,customer,26.0,26.0
137,customer,3,127,customer,27.0,26.0
137,customer,4,268,customer,27.0,26.0
137,customer,5,206,customer,28.0,28.0
