origin,origin_kind,rank,destination,destination_kind,time,reverse_time
87,customer,4,256,customer,13,13
87,customer,5,273,customer,13,13
87,customer,6,96,customer,16,15
87,customer,7,97,customer,16,20
87,customer,8,320,customer,16,15
87,customer,9,175,customer,17,17
87,customer,10,2,customer,19,20
88,customer,1,3,customer,0,0
88,customer,2,308,customer,2,2
88,customer,3,103,customer,17,17
88,customer,4,177,customer,17,17
88,customer,5,316,customer,17,17
88,customer,6,170,customer,27,29
88,customer,7,49,customer,28,28
88,customer,8,124,customer,28,28
88,customer,9,158,customer,28,28
88,customer,10,209,customer,28,28
89,customer,1,2,customer,11,10
89,customer,2,107,customer,11,9
89,customer,3,282,customer,11,9
89,customer,4,147,customer,12,15
89,customer,5,193,customer,14,14
89,customer,6,238,customer,14,14
89,customer,7,16,customer,17,13
89,customer,8,41,customer,17,13
89,customer,9,55,customer,17,13
89,customer,10,139,customer,17,13
90,customer,1,39,customer,17,19
90,customer,2,202,customer,17,16
90,customer,3,232,customer,17,16
90,customer,4,60,customer,18,17
90,customer,5,72,customer,19,19
90,customer,6,160,customer,21,19
90,customer,7,166,customer,21,19
90,customer,8,188,customer,23,25
90,customer,9,213,customer,30,38
90,customer,10,114,customer,31,36
91,customer,1,179,customer,0,0
91,customer,2,70,customer,9,9
91,customer,3,181,customer,26,18
91,customer,4,115,customer,29,21
91,customer,5,223,customer,32,32
91,customer,6,203,customer,33,26
91,customer,7,290,customer,54,54
91,customer,8,262,customer,55,50
91,customer,9,306,customer,56,56
91,customer,10,120,customer,58,54
92,customer,1,318,customer,0,0
92,customer,2,86,customer,3,4
92,customer,3,278,customer,3,4
92,customer,4,4,customer,11,10
92,customer,5,136,customer,11,10
92,customer,6,196,customer,11,13
92,customer,7,279,customer,11,13
92,customer,8,84,customer,12,13
92,customer,9,100,customer,13,15
92,customer,10,257,customer,13,11
93,customer,1,321,customer,0,0
93,customer,2,122,customer,4,5
93,customer,3,29,customer,16,14
93,customer,4,168,customer,18,18
93,customer,5,252,customer,18,18
93,customer,6,83,customer,21,22
93,customer,7,7,customer,22,22
93,customer,8,105,customer,24,24
93,customer,9,56,customer,26,27
93,customer,10,106,customer,27,33
94,customer,1,309,customer,0,0
94,customer,2,21,customer,18,18
94,customer,3,130,customer,18,18
94,customer,4,221,customer,18,18
94,customer,5,11,customer,24,25
94,customer,6,247,customer,24,25
94,customer,7,264,customer,24,25
94,customer,8,217,customer,63,61
94,customer,9,18,customer,65,66
94,customer,10,77,customer,75,75
95,customer,1,31,customer,8,6
95,customer,2,198,customer,8,6
95,customer,3,317,customer,23,29
95,customer,4,277,customer,30,40
95,customer,5,183,customer,36,51
95,customer,6,61,customer,38,57
95,customer,7,285,customer,41,45
95,customer,8,144,customer,43,47
95,customer,9,189,customer,43,47
95,customer,10,82,customer,45,50
96,customer,1,320,customer,0,0
96,customer,2,256,customer,3,2
96,customer,3,273,customer,3,2
96,customer,4,175,customer,12,18
96,customer,5,87,customer,15,16
96,customer,6,283,customer,18,19
96,customer,7,293,customer,18,18
96,customer,8,245,customer,19,20
96,customer,9,97,customer,23,28
96,customer,10,107,customer,26,27
97,customer,1,52,customer,4,4
97,customer,2,208,customer,4,4
97,customer,3,299,customer,4,4
97,customer,4,187,customer,11,21
97,customer,5,283,customer,13,13
97,customer,6,245,customer,15,15
97,customer,7,293,customer,17,16
97,customer,8,2,customer,18,21
97,customer,9,15,customer,18,19
97,customer,10,107,customer,18,22
98,customer,1,148,customer,0,0
98,customer,2,315,customer,0,0
98,customer,3,47,customer,5,6
98,customer,4,62,customer,5,6
98,customer,5,12,customer,7,7
98,customer,6,48,customer,7,8
98,customer,7,108,customer,7,8
98,customer,8,171,customer,9,9
98,customer,9,258,customer,9,9
98,customer,10,64,customer,10,6
99,customer,1,71,customer,4,5
99,customer,2,233,customer,4,5
99,customer,3,114,customer,6,6
99,customer,4,165,customer,7,8
99,customer,5,242,customer,7,8
99,customer,6,274,customer,7,8
99,customer,7,210,customer,8,7
99,customer,8,213,customer,8,7
99,customer,9,263,customer,8,8
99,customer,10,157,customer,9,8
100,customer,1,84,customer,1,1
100,customer,2,173,customer,7,8
100,customer,3,112,customer,8,8
100,customer,4,53,customer,10,9
100,customer,5,22,customer,11,13
100,customer,6,196,customer,11,9
100,customer,7,279,customer,11,9
100,customer,8,133,customer,12,12
100,customer,9,190,customer,12,11
100,customer,10,220,customer,12,10
101,customer,1,216,customer,29,30
101,customer,2,160,customer,35,38
101,customer,3,166,customer,35,38
101,customer,4,60,customer,37,37
101,customer,5,188,customer,37,36
101,customer,6,90,customer,40,44
101,customer,7,39,customer,45,44
101,customer,8,113,customer,45,45
101,customer,9,202,customer,46,48
101,customer,10,232,customer,46,48
102,customer,1,35,customer,18,16
102,customer,2,19,customer,25,23
102,customer,3,235,customer,26,23
102,customer,4,47,customer,33,33
102,customer,5,62,customer,33,33
102,customer,6,66,customer,33,41
102,customer,7,149,customer,33,41
102,customer,8,164,customer,33,33
102,customer,9,171,customer,33,32
102,customer,10,258,customer,33,32
103,customer,1,177,customer,0,0
103,customer,2,316,customer,0,0
103,customer,3,3,customer,17,17
103,customer,4,49,customer,17,17
103,customer,5,88,customer,17,17
103,customer,6,124,customer,17,17
103,customer,7,158,customer,17,17
103,customer,8,209,customer,17,17
103,customer,9,292,customer,17,17
103,customer,10,308,customer,17,17
104,customer,1,213,customer,13,14
104,customer,2,114,customer,14,14
104,customer,3,165,customer,15,16
104,customer,4,242,customer,15,16
104,customer,5,274,customer,15,16
104,customer,6,71,customer,17,18
104,customer,7,233,customer,17,18
104,customer,8,263,customer,18,17
104,customer,9,312,customer,18,16
104,customer,10,99,customer,20,21
105,customer,1,83,customer,3,3
105,customer,2,7,customer,4,4
105,customer,3,93,customer,24,24
105,customer,4,321,customer,24,24
105,customer,5,56,customer,26,26
105,customer,6,122,customer,29,22
105,customer,7,29,customer,38,36
105,customer,8,168,customer,40,40
105,customer,9,252,customer,41,40
105,customer,10,36,customer,42,42
106,customer,1,211,customer,5,5
106,customer,2,123,customer,10,10
106,customer,3,168,customer,24,26
106,customer,4,29,customer,25,21
106,customer,5,122,customer,29,28
106,customer,6,93,customer,33,27
106,customer,7,321,customer,33,27
106,customer,8,226,customer,46,46
106,customer,9,8,customer,47,43
106,customer,10,83,customer,49,46
107,customer,1,282,customer,0,0
107,customer,2,2,customer,1,1
107,customer,3,193,customer,8,8
107,customer,4,238,customer,8,8
107,customer,5,16,customer,9,6
107,customer,6,41,customer,9,6
107,customer,7,55,customer,9,6
107,customer,8,89,customer,9,11
107,customer,9,139,customer,9,6
107,customer,10,194,customer,9,6
108,customer,1,48,customer,0,0
108,customer,2,12,customer,8,7
108,customer,3,98,customer,8,7
108,customer,4,148,customer,8,7
108,customer,5,315,customer,8,7
108,customer,6,153,customer,9,10
108,customer,7,47,customer,10,11
108,customer,8,62,customer,10,11
108,customer,9,171,customer,10,10
108,customer,10,258,customer,10,10
109,customer,1,266,customer,0,0
109,customer,2,199,customer,33,33
109,customer,3,56,customer,57,84
109,customer,4,36,customer,70,72
109,customer,5,7,customer,81,83
109,customer,6,83,customer,83,85
109,customer,7,93,customer,83,85
109,customer,8,105,customer,83,85
109,customer,9,152,customer,83,79
109,customer,10,321,customer,83,85
110,customer,1,260,customer,0,0
110,customer,2,25,customer,4,9
110,customer,3,157,customer,13,12
110,customer,4,210,customer,13,12
110,customer,5,99,customer,15,14
110,customer,6,71,customer,17,17
110,customer,7,233,customer,17,17
110,customer,8,146,customer,19,18
110,customer,9,165,customer,19,18
110,customer,10,242,customer,19,18
111,customer,1,161,customer,7,7
111,customer,2,155,customer,14,13
111,customer,3,201,customer,14,16
111,customer,4,54,customer,15,13
111,customer,5,174,customer,16,19
111,customer,6,219,customer,16,19
111,customer,7,257,customer,16,18
111,customer,8,288,customer,16,18
111,customer,9,255,customer,18,20
111,customer,10,65,customer,20,22
112,customer,1,84,customer,7,7
112,customer,2,100,customer,8,8
112,customer,3,53,customer,11,13
112,customer,4,173,customer,11,14
112,customer,5,22,customer,12,15
112,customer,6,196,customer,12,12
112,customer,7,279,customer,12,12
112,customer,8,133,customer,13,15
112,customer,9,190,customer,13,15
112,customer,10,267,customer,13,14
113,customer,1,76,customer,14,12
113,customer,2,155,customer,20,19
113,customer,3,188,customer,20,17
113,customer,4,184,customer,21,19
113,customer,5,201,customer,27,24
113,customer,6,65,customer,30,27
113,customer,7,161,customer,30,29
113,customer,8,218,customer,30,27
113,customer,9,39,customer,31,29
113,customer,10,111,customer,33,29
114,customer,1,165,customer,2,2
114,customer,2,213,customer,2,1
114,customer,3,242,customer,2,2
114,customer,4,274,customer,2,2
114,customer,5,71,customer,3,4
114,customer,6,233,customer,3,4
114,customer,7,263,customer,4,3
114,customer,8,99,customer,6,6
114,customer,9,157,customer,8,9
114,customer,10,210,customer,8,9
115,customer,1,181,customer,4,4
115,customer,2,203,customer,11,11
115,customer,3,91,customer,21,29
115,customer,4,179,customer,21,29
115,customer,5,70,customer,24,23
115,customer,6,120,customer,39,39
115,customer,7,223,customer,41,40
115,customer,8,262,customer,60,55
115,customer,9,290,customer,62,60
115,customer,10,163,customer,64,57
116,customer,1,77,customer,15,15
116,customer,2,217,customer,39,39
116,customer,3,169,customer,49,49
116,customer,4,229,customer,49,48
116,customer,5,18,customer,51,51
116,customer,6,277,customer,54,55
116,customer,7,145,customer,55,54
116,customer,8,206,customer,60,59
116,customer,9,183,customer,61,61
116,customer,10,317,customer,67,67
117,customer,1,250,customer,39,39
117,customer,2,296,customer,43,44
117,customer,3,28,customer,45,46
117,customer,4,102,customer,45,43
117,customer,5,35,customer,46,47
117,customer,6,66,customer,48,55
117,customer,7,149,customer,48,55
117,customer,8,19,customer,54,54
117,customer,9,235,customer,54,54
117,customer,10,47,customer,61,64
118,customer,1,8,customer,14,14
118,customer,2,168,customer,37,37
118,customer,3,191,customer,43,42
118,customer,4,195,customer,43,42
118,customer,5,305,customer,43,42
118,customer,6,29,customer,44,44
118,customer,7,211,customer,48,49
118,customer,8,93,customer,50,51
118,customer,9,321,customer,50,51
118,customer,10,106,customer,52,54
119,customer,1,323,customer,18,18
119,customer,2,222,customer,21,20
119,customer,3,280,customer,38,37
119,customer,4,37,customer,48,51
119,customer,5,215,customer,48,51
119,customer,6,250,customer,55,56
119,customer,7,290,customer,59,56
119,customer,8,40,customer,63,65
119,customer,9,251,customer,64,67
119,customer,10,306,customer,64,64
120,customer,1,203,customer,33,33
120,customer,2,115,customer,39,39
120,customer,3,181,customer,39,39
120,customer,4,70,customer,52,52
120,customer,5,163,customer,53,44
120,customer,6,91,customer,54,58
120,customer,7,179,customer,54,58
120,customer,8,223,customer,70,69
120,customer,9,262,customer,88,84
120,customer,10,290,customer,90,89
121,customer,1,23,customer,8,8
121,customer,2,322,customer,15,15
121,customer,3,134,customer,20,19
121,customer,4,281,customer,25,25
121,customer,5,0,base,26,26
121,customer,6,1,source,28,28
121,customer,7,162,customer,28,26
121,customer,8,284,customer,30,30
121,customer,9,78,customer,32,32
121,customer,10,243,customer,32,32
122,customer,1,93,customer,5,4
122,customer,2,321,customer,5,4
122,customer,3,29,customer,17,16
122,customer,4,83,customer,20,26
122,customer,5,7,customer,21,26
122,customer,6,105,customer,22,29
122,customer,7,168,customer,23,20
122,customer,8,252,customer,23,23
122,customer,9,106,customer,28,29
122,customer,10,56,customer,30,31
123,customer,1,106,customer,10,10
123,customer,2,211,customer,15,15
123,customer,3,168,customer,28,28
123,customer,4,29,customer,29,30
123,customer,5,122,customer,33,38
123,customer,6,93,customer,37,37
123,customer,7,321,customer,37,37
123,customer,8,105,customer,46,44
123,customer,9,8,customer,47,45
123,customer,10,226,customer,48,49
124,customer,1,49,customer,0,0
124,customer,2,314,customer,0,0
124,customer,3,158,customer,1,1
124,customer,4,209,customer,1,1
124,customer,5,292,customer,1,1
124,customer,6,103,customer,17,17
124,customer,7,177,customer,17,17
124,customer,8,316,customer,17,17
124,customer,9,68,customer,20,20
124,customer,10,170,customer,21,21
125,customer,1,38,customer,0,0
125,customer,2,51,customer,1,1
125,customer,3,74,customer,1,1
125,customer,4,132,customer,1,1
125,customer,5,15,customer,4,2
125,customer,6,253,customer,6,10
125,customer,7,261,customer,6,10
125,customer,8,180,customer,7,9
125,customer,9,304,customer,7,9
125,customer,10,147,customer,11,12
126,customer,1,5,customer,0,0
126,customer,2,32,customer,0,0
126,customer,3,67,customer,0,0
126,customer,4,269,customer,0,0
126,customer,5,302,customer,0,0
126,customer,6,311,customer,0,0
126,customer,7,324,customer,0,0
126,customer,8,58,customer,7,7
126,customer,9,154,customer,7,7
126,customer,10,240,customer,7,10
127,customer,1,268,customer,0,0
127,customer,2,287,customer,1,2
127,customer,3,313,customer,16,18
127,customer,4,42,customer,17,19
127,customer,5,285,customer,19,20
127,customer,6,137,customer,38,37
127,customer,7,145,customer,55,55
127,customer,8,31,customer,58,59
127,customer,9,198,customer,58,59
127,customer,10,95,customer,61,59
128,customer,1,295,customer,0,0
128,customer,2,156,customer,4,4
128,customer,3,172,customer,19,17
128,customer,4,214,customer,19,19
128,customer,5,239,customer,28,28
128,customer,6,81,customer,36,36
128,customer,7,6,customer,43,42
128,customer,8,63,customer,44,43
128,customer,9,20,customer,96,96
128,customer,10,319,customer,96,96
129,customer,1,27,customer,14,15
129,customer,2,150,customer,14,15
129,customer,3,197,customer,15,15
129,customer,4,227,customer,16,13
129,customer,5,254,customer,17,26
129,customer,6,200,customer,19,17
129,customer,7,307,customer,29,19
129,customer,8,14,customer,30,23
129,customer,9,178,customer,30,22
129,customer,10,298,customer,30,22
130,customer,1,21,customer,0,0
130,customer,2,221,customer,0,0
130,customer,3,11,customer,8,15
130,customer,4,247,customer,8,15
130,customer,5,264,customer,8,15
130,customer,6,94,customer,18,18
130,customer,7,309,customer,18,18
130,customer,8,217,customer,56,57
130,customer,9,18,customer,57,62
130,customer,10,77,customer,66,66
131,customer,1,272,customer,0,0
131,customer,2,141,customer,3,3
131,customer,3,22,customer,11,13
131,customer,4,24,customer,12,14
131,customer,5,45,customer,13,15
131,customer,6,71,customer,13,14
131,customer,7,138,customer,13,15
131,customer,8,233,customer,13,14
131,customer,9,237,customer,13,15
131,customer,10,133,customer,14,15
132,customer,1,51,customer,0,0
132,customer,2,74,customer,0,0
132,customer,3,38,customer,1,1
132,customer,4,125,customer,1,1
132,customer,5,15,customer,4,3
132,customer,6,253,customer,6,10
132,customer,7,261,customer,6,10
132,customer,8,180,customer,7,9
132,customer,9,304,customer,7,9
132,customer,10,147,customer,11,12
133,customer,1,289,customer,0,0
133,customer,2,22,customer,3,4
133,customer,3,24,customer,4,5
133,customer,4,190,customer,4,5
133,customer,5,138,customer,5,4
133,customer,6,237,customer,5,4
133,customer,7,53,customer,7,7
133,customer,8,45,customer,9,9
133,customer,9,173,customer,11,13
133,customer,10,84,customer,12,12
134,customer,1,0,base,15,14
134,customer,2,1,source,16,15
134,customer,3,121,customer,19,20
134,customer,4,162,customer,21,17
134,customer,5,78,customer,22,22
134,customer,6,243,customer,22,22
134,customer,7,291,customer,22,22
134,customer,8,59,customer,25,26
134,customer,9,185,customer,25,26
134,customer,10,192,customer,25,26
135,customer,1,59,customer,8,13
135,customer,2,185,customer,8,13
135,customer,3,192,customer,8,13
135,customer,4,78,customer,15,21
135,customer,5,243,customer,15,21
135,customer,6,291,customer,15,21
135,customer,7,170,customer,18,19
135,customer,8,68,customer,19,18
135,customer,9,0,base,22,26
135,customer,10,1,source,22,27
136,customer,1,4,customer,0,0
136,customer,2,267,customer,4,5
136,customer,3,196,customer,6,7
136,customer,4,279,customer,6,7
136,customer,5,69,customer,7,7
136,customer,6,275,customer,8,8
136,customer,7,92,customer,10,11
136,customer,8,318,customer,10,11
136,customer,9,174,customer,11,11
136,customer,10,219,customer,11,11
137,customer,1,287,customer,34,34
137,customer,2,145,customer,36,36
137,customer,3,127,customer,37,38
137,customer,4,268,customer,37,38
137,customer,5,169,customer,47,47
137,customer,6,42,customer,49,51
137,customer,7,313,customer,49,49
137,customer,8,285,customer,51,51
137,customer,9,206,customer,52,52
137,customer,10,277,customer,73,71
138,customer,1,237,customer,0,0
138,customer,2,190,customer,1,2
138,customer,3,24,customer,3,1
138,customer,4,133,customer,4,5
138,customer,5,289,customer,4,5
138,customer,6,22,customer,6,4
138,customer,7,45,customer,6,8
138,customer,8,53,customer,6,8
138,customer,9,173,customer,11,14
138,customer,10,84,customer,12,13
139,customer,1,41,customer,0,0
139,customer,2,55,customer,0,0
139,customer,3,16,customer,1,1
139,customer,4,194,customer,1,1
139,customer,5,17,customer,4,5
139,customer,6,2,customer,6,8
139,customer,7,107,customer,6,9
139,customer,8,282,customer,6,9
139,customer,9,193,customer,11,12
139,customer,10,238,customer,11,12
140,customer,1,16,customer,14,17
140,customer,2,41,customer,14,17
140,customer,3,55,customer,14,17
140,customer,4,139,customer,14,17
140,customer,5,194,customer,14,17
140,customer,6,153,customer,15,17
140,customer,7,325,customer,15,14
140,customer,8,2,customer,17,19
140,customer,9,17,customer,17,19
140,customer,10,107,customer,17,20
141,customer,1,131,customer,3,3
141,customer,2,272,customer,3,3
141,customer,3,22,customer,12,12
141,customer,4,71,customer,12,11
141,customer,5,233,customer,12,11
141,customer,6,157,customer,13,14
141,customer,7,210,customer,13,14
141,customer,8,24,customer,14,14
141,customer,9,45,customer,15,16
141,customer,10,114,customer,15,15
142,customer,1,126,customer,8,9
142,customer,2,253,customer,8,7
142,customer,3,261,customer,8,7
142,customer,4,324,customer,8,9
142,customer,5,15,customer,11,11
142,customer,6,5,customer,12,12
142,customer,7,32,customer,12,12
142,customer,8,67,customer,12,12
142,customer,9,269,customer,12,12
142,customer,10,302,customer,12,12
143,customer,1,147,customer,10,11
143,customer,2,38,customer,11,12
143,customer,3,51,customer,11,12
143,customer,4,74,customer,11,12
143,customer,5,125,customer,11,12
143,customer,6,132,customer,11,12
143,customer,7,15,customer,13,15
143,customer,8,253,customer,14,13
143,customer,9,261,customer,14,13
143,customer,10,58,customer,15,17
144,customer,1,189,customer,0,0
144,customer,2,82,customer,19,20
144,customer,3,234,customer,40,40
144,customer,4,31,customer,42,37
144,customer,5,198,customer,42,37
144,customer,6,95,customer,47,43
144,customer,7,58,customer,52,50
144,customer,8,126,customer,52,51
144,customer,9,154,customer,52,50
144,customer,10,324,customer,52,51
145,customer,1,169,customer,35,35
145,customer,2,137,customer,36,36
145,customer,3,206,customer,36,36
145,customer,4,277,customer,37,40
145,customer,5,317,customer,39,42
145,customer,6,313,customer,50,50
145,customer,7,116,customer,54,55
145,customer,8,127,customer,55,55
145,customer,9,268,customer,55,55
145,customer,10,287,customer,55,55
146,customer,1,312,customer,11,12
146,customer,2,25,customer,14,17
146,customer,3,165,customer,14,17
146,customer,4,242,customer,14,17
146,customer,5,274,customer,14,17
146,customer,6,213,customer,16,19
146,customer,7,114,customer,17,19
146,customer,8,157,customer,17,18
146,customer,9,210,customer,17,18
146,customer,10,99,customer,18,20
147,customer,1,143,customer,11,10
147,customer,2,38,customer,12,11
147,customer,3,50,customer,12,9
147,customer,4,51,customer,12,11
147,customer,5,74,customer,12,11
147,customer,6,125,customer,12,11
147,customer,7,132,customer,12,11
147,customer,8,230,customer,12,9
147,customer,9,15,customer,15,14
147,customer,10,89,customer,15,12
148,customer,1,98,customer,0,0
148,customer,2,315,customer,0,0
148,customer,3,47,customer,5,6
148,customer,4,62,customer,5,6
148,customer,5,12,customer,7,7
148,customer,6,48,customer,7,8
148,customer,7,108,customer,7,8
148,customer,8,171,customer,9,9
148,customer,9,258,customer,9,9
148,customer,10,64,customer,10,6
149,customer,1,66,customer,0,0
149,customer,2,79,customer,18,19
149,customer,3,26,customer,23,21
149,customer,4,34,customer,23,23
149,customer,5,270,customer,23,23
149,customer,6,296,customer,29,24
149,customer,7,28,customer,31,25
149,customer,8,102,customer,41,33
149,customer,9,286,customer,41,40
149,customer,10,35,customer,42,37
150,customer,1,27,customer,0,0
150,customer,2,197,customer,2,2
150,customer,3,227,customer,12,9
150,customer,4,129,customer,15,14
150,customer,5,200,customer,20,21
150,customer,6,254,customer,24,29
150,customer,7,307,customer,27,24
150,customer,8,9,customer,29,28
150,customer,9,204,customer,29,25
150,customer,10,14,customer,30,28
151,customer,1,46,customer,0,0
151,customer,2,58,customer,19,25
151,customer,3,154,customer,19,25
151,customer,4,126,customer,20,27
151,customer,5,324,customer,20,27
151,customer,6,240,customer,21,28
151,customer,7,44,customer,22,21
151,customer,8,207,customer,22,26
151,customer,9,244,customer,22,21
151,customer,10,5,customer,23,29
152,customer,1,301,customer,30,39
152,customer,2,80,customer,40,50
152,customer,3,10,customer,46,41
152,customer,4,68,customer,46,47
152,customer,5,167,customer,46,41
152,customer,6,162,customer,51,60
152,customer,7,59,customer,53,53
152,customer,8,185,customer,53,53
152,customer,9,192,customer,53,53
152,customer,10,134,customer,58,67
153,customer,1,325,customer,5,7
153,customer,2,48,customer,10,9
153,customer,3,108,customer,10,9
153,customer,4,12,customer,13,13
153,customer,5,98,customer,14,14
153,customer,6,148,customer,14,14
153,customer,7,315,customer,14,14
153,customer,8,62,customer,15,17
153,customer,9,171,customer,15,16
153,customer,10,258,customer,15,16
154,customer,1,58,customer,0,0
154,customer,2,207,customer,6,5
154,customer,3,126,customer,7,7
154,customer,4,240,customer,7,9
154,customer,5,324,customer,7,7
154,customer,6,5,customer,10,9
154,customer,7,32,customer,10,9
154,customer,8,67,customer,10,9
154,customer,9,269,customer,10,9
154,customer,10,302,customer,10,9
155,customer,1,76,customer,7,6
155,customer,2,111,customer,13,14
155,customer,3,161,customer,13,14
155,customer,4,184,customer,16,14
155,customer,5,113,customer,19,20
155,customer,6,201,customer,20,20
155,customer,7,174,customer,21,21
155,customer,8,219,customer,21,21
155,customer,9,257,customer,21,21
155,customer,10,288,customer,21,21
156,customer,1,128,customer,4,4
156,customer,2,295,customer,4,4
156,customer,3,172,customer,20,18
156,customer,4,214,customer,20,20
156,customer,5,239,customer,29,29
156,customer,6,81,customer,31,32
156,customer,7,6,customer,39,38
156,customer,8,63,customer,40,39
156,customer,9,20,customer,97,97
156,customer,10,319,customer,97,97
157,customer,1,210,customer,0,0
157,customer,2,71,customer,6,5
157,customer,3,233,customer,6,5
157,customer,4,99,customer,8,9
157,customer,5,114,customer,9,8
157,customer,6,165,customer,10,10
157,customer,7,242,customer,10,10
157,customer,8,274,customer,10,10
157,customer,9,213,customer,11,9
157,customer,10,263,customer,11,10
158,customer,1,209,customer,0,0
158,customer,2,292,customer,0,0
158,customer,3,49,customer,1,1
158,customer,4,124,customer,1,1
158,customer,5,314,customer,1,1
158,customer,6,103,customer,17,17
158,customer,7,177,customer,17,17
158,customer,8,316,customer,17,17
158,customer,9,68,customer,20,20
158,customer,10,170,customer,21,21
159,customer,1,241,customer,15,14
159,customer,2,297,customer,15,14
159,customer,3,126,customer,17,17
159,customer,4,225,customer,17,17
159,customer,5,324,customer,17,17
159,customer,6,240,customer,18,19
159,customer,7,58,customer,19,19
159,customer,8,154,customer,19,19
159,customer,9,5,customer,21,20
159,customer,10,32,customer,21,20
160,customer,1,166,customer,0,0
160,customer,2,60,customer,9,11
160,customer,3,90,customer,19,21
160,customer,4,39,customer,21,23
160,customer,5,202,customer,25,26
160,customer,6,232,customer,25,26
160,customer,7,72,customer,27,30
160,customer,8,188,customer,31,33
160,customer,9,101,customer,38,35
160,customer,10,213,customer,38,49
161,customer,1,111,customer,7,7
161,customer,2,54,customer,13,10
161,customer,3,201,customer,13,13
161,customer,4,155,customer,14,13
161,customer,5,184,customer,15,12
161,customer,6,257,customer,16,16
161,customer,7,288,customer,16,16
161,customer,8,174,customer,17,16
161,customer,9,219,customer,17,16
161,customer,10,255,customer,18,18
162,customer,1,134,customer,17,21
162,customer,2,0,base,23,26
162,customer,3,1,source,23,26
162,customer,4,121,customer,26,28
162,customer,5,78,customer,28,29
162,customer,6,243,customer,28,29
162,customer,7,291,customer,28,29
162,customer,8,59,customer,30,33
162,customer,9,185,customer,30,33
162,customer,10,192,customer,30,33
163,customer,1,120,customer,44,53
163,customer,2,203,customer,52,58
163,customer,3,115,customer,57,64
163,customer,4,181,customer,57,63
163,customer,5,70,customer,70,77
163,customer,6,91,customer,73,80
163,customer,7,179,customer,73,80
163,customer,8,223,customer,88,93
163,customer,9,262,customer,106,109
163,customer,10,290,customer,108,114
164,customer,1,47,customer,6,11
164,customer,2,62,customer,6,11
164,customer,3,98,customer,7,11
164,customer,4,148,customer,7,11
164,customer,5,315,customer,7,11
164,customer,6,171,customer,8,12
164,customer,7,258,customer,8,12
164,customer,8,64,customer,9,13
164,customer,9,294,customer,9,13
164,customer,10,12,customer,12,15
165,customer,1,242,customer,0,0
165,customer,2,274,customer,0,0
165,customer,3,114,customer,2,2
165,customer,4,213,customer,3,3
165,customer,5,71,customer,4,5
165,customer,6,233,customer,4,5
165,customer,7,263,customer,6,4
165,customer,8,99,customer,8,7
165,customer,9,157,customer,10,10
165,customer,10,210,customer,10,10
166,customer,1,160,customer,0,0
166,customer,2,60,customer,9,11
166,customer,3,90,customer,19,21
166,customer,4,39,customer,21,23
166,customer,5,202,customer,25,26
166,customer,6,232,customer,25,26
166,customer,7,72,customer,27,30
166,customer,8,188,customer,31,33
166,customer,9,101,customer,38,35
166,customer,10,213,customer,38,49
167,customer,1,10,customer,0,0
167,customer,2,80,customer,27,29
167,customer,3,301,customer,30,31
167,customer,4,152,customer,41,46
167,customer,5,162,customer,45,48
167,customer,6,134,customer,47,50
167,customer,7,284,customer,48,50
167,customer,8,121,customer,49,51
167,customer,9,281,customer,52,53
167,customer,10,322,customer,52,49
168,customer,1,29,customer,14,11
168,customer,2,93,customer,18,18
168,customer,3,321,customer,18,18
168,customer,4,122,customer,20,23
168,customer,5,211,customer,21,21
168,customer,6,106,customer,26,24
168,customer,7,8,customer,28,27
168,customer,8,123,customer,28,28
168,customer,9,226,customer,29,31
168,customer,10,252,customer,30,28
169,customer,1,206,customer,11,12
169,customer,2,145,customer,35,35
169,customer,3,137,customer,47,47
169,customer,4,116,customer,49,49
169,customer,5,77,customer,58,59
169,customer,6,277,customer,66,67
169,customer,7,18,customer,71,71
169,customer,8,317,customer,72,74
169,customer,9,287,customer,74,74
169,customer,10,217,customer,76,84
170,customer,1,59,customer,13,14
170,customer,2,185,customer,13,14
170,customer,3,192,customer,13,14
170,customer,4,135,customer,19,18
170,customer,5,68,customer,20,19
170,customer,6,49,customer,21,21
170,customer,7,78,customer,21,22
170,customer,8,124,customer,21,21
170,customer,9,158,customer,21,21
170,customer,10,209,customer,21,21
171,customer,1,258,customer,0,0
171,customer,2,73,customer,5,5
171,customer,3,176,customer,6,6
171,customer,4,259,customer,6,6
171,customer,5,69,customer,8,10
171,customer,6,275,customer,8,9
171,customer,7,47,customer,9,9
171,customer,8,62,customer,9,9
171,customer,9,64,customer,9,6
171,customer,10,98,customer,9,9
172,customer,1,214,customer,7,9
172,customer,2,128,customer,17,19
172,customer,3,295,customer,17,19
172,customer,4,156,customer,18,20
172,customer,5,239,customer,25,25
172,customer,6,81,customer,42,44
172,customer,7,6,customer,49,50
172,customer,8,63,customer,50,51
172,customer,9,319,customer,88,88
172,customer,10,20,customer,93,95
173,customer,1,84,customer,7,5
173,customer,2,53,customer,8,7
173,customer,3,100,customer,8,7
173,customer,4,220,customer,8,8
173,customer,5,224,customer,8,8
173,customer,6,69,customer,11,10
173,customer,7,196,customer,11,10
173,customer,8,279,customer,11,10
173,customer,9,267,customer,12,12
173,customer,10,45,customer,13,12
174,customer,1,219,customer,0,0
174,customer,2,255,customer,1,1
174,customer,3,257,customer,1,1
174,customer,4,288,customer,1,1
174,customer,5,201,customer,10,11
174,customer,6,4,customer,11,11
