timestamp,hour,time_days,tank_level,refilled
2026-01-27T20,644,26.833333,71.41,False
2026-01-27T21,645,26.875,71.17,False
2026-01-27T22,646,26.916667,70.94,False
2026-01-27T23,647,26.958333,70.7,False
2026-01-28T00,648,27.0,70.46,False
2026-01-28T01,649,27.041667,70.24,False
2026-01-28T02,650,27.083333,70.01,False
2026-01-28T03,651,27.125,69.79,False
2026-01-28T04,652,27.166667,69.56,False
2026-01-28T05,653,27.208333,69.34,False
2026-01-28T06,654,27.25,69.11,False
2026-01-28T07,655,27.291667,68.89,False
2026-01-28T08,656,27.333333,68.67,False
2026-01-28T09,657,27.375,68.44,False
2026-01-28T10,658,27.416667,68.22,False
2026-01-28T11,659,27.458333,67.99,False
2026-01-28T12,660,27.5,67.77,False
2026-01-28T13,661,27.541667,67.54,False
2026-01-28T14,662,27.583333,67.32,False
2026-01-28T15,663,27.625,67.09,False
2026-01-28T16,664,27.666667,66.87,False
2026-01-28T17,665,27.708333,66.64,False
2026-01-28T18,666,27.75,66.42,False
2026-01-28T19,667,27.791667,66.19,False
2026-01-28T20,668,27.833333,65.97,False
2026-01-28T21,669,27.875,65.74,False
2026-01-28T22,670,27.916667,65.52,False
2026-01-28T23,671,27.958333,65.29,False
2026-01-29T00,672,28.0,65.07,False
2026-01-29T01,673,28.041667,64.84,False
2026-01-29T02,674,28.083333,64.62,False
2026-01-29T03,675,28.125,64.39,False
2026-01-29T04,676,28.166667,64.17,False
2026-01-29T05,677,28.208333,63.94,False
2026-01-29T06,678,28.25,63.72,False
2026-01-29T07,679,28.291667,63.49,False
2026-01-29T08,680,28.333333,63.27,False
2026-01-29T09,681,28.375,63.04,False
2026-01-29T10,682,28.416667,62.82,False
2026-01-29T11,683,28.458333,62.59,False
2026-01-29T12,684,28.5,62.37,False
2026-01-29T13,685,28.541667,62.14,False
2026-01-29T14,686,28.583333,61.92,False
2026-01-29T15,687,28.625,61.69,False
2026-01-29T16,688,28.666667,61.47,False
2026-01-29T17,689,28.708333,61.24,False
2026-01-29T18,690,28.75,61.02,False
2026-01-29T19,691,28.791667,60.79,False
2026-01-29T20,692,28.833333,60.56,False
2026-01-29T21,693,28.875,60.34,False
2026-01-29T22,694,28.916667,60.11,False
2026-01-29T23,695,28.958333,59.89,False
2026-01-30T00,696,29.0,59.66,False
2026-01-30T01,697,29.041667,59.41,False
2026-01-30T02,698,29.083333,59.15,False
2026-01-30T03,699,29.125,58.89,False
2026-01-30T04,700,29.166667,58.63,False
2026-01-30T05,701,29.208333,100.0,True
2026-01-30T06,702,29.25,99.74,False
2026-01-30T07,703,29.291667,99.48,False
2026-01-30T08,704,29.333333,99.23,False
2026-01-30T09,705,29.375,98.97,False
2026-01-30T10,706,29.416667,98.71,False
2026-01-30T11,707,29.458333,98.45,False
2026-01-30T12,708,29.5,98.19,False
2026-01-30T13,709,29.541667,97.93,False
2026-01-30T14,710,29.583333,97.68,False
2026-01-30T15,711,29.625,97.42,False
2026-01-30T16,712,29.666667,97.16,False
2026-01-30T17,713,29.708333,96.9,False
2026-01-30T18,714,29.75,96.64,False
2026-01-30T19,715,29.791667,96.38,False
2026-01-30T20,716,29.833333,96.13,False
2026-01-30T21,717,29.875,95.87,False
2026-01-30T22,718,29.916667,95.61,False
2026-01-30T23,719,29.958333,95.35,False
2026-01-31T00,720,30.0,95.09,False
2026-01-31T01,721,30.041667,94.84,False
2026-01-31T02,722,30.083333,94.58,False
2026-01-31T03,723,30.125,94.33,False
2026-01-31T04,724,30.166667,94.08,False
2026-01-31T05,725,30.208333,93.82,False
2026-01-31T06,726,30.25,93.57,False
2026-01-31T07,727,30.291667,93.31,False
2026-01-31T08,728,30.333333,93.06,False
2026-01-31T09,729,30.375,92.8,False
2026-01-31T10,730,30.416667,92.55,False
2026-01-31T11,731,30.458333,92.3,False
2026-01-31T12,732,30.5,92.04,False
2026-01-31T13,733,30.541667,91.79,False
2026-01-31T14,734,30.583333,91.53,False
2026-01-31T15,735,30.625,91.28,False
2026-01-31T16,736,30.666667,91.02,False
2026-01-31T17,737,30.708333,90.77,False
2026-01-31T18,738,30.75,90.51,False
2026-01-31T19,739,30.791667,90.26,False
2026-01-31T20,740,30.833333,90.01,False
2026-01-31T21,741,30.875,89.75,False
2026-01-31T22,742,30.916667,89.5,False
2026-01-31T23,743,30.958333,89.24,False
2026-02-01T00,744,31.0,88.99,False
2026-02-01T01,745,31.041667,88.75,False
2026-02-01T02,746,31.083333,88.52,False
2026-02-01T03,747,31.125,88.29,False
2026-02-01T04,748,31.166667,88.05,False
2026-02-01T05,749,31.208333,87.82,False
2026-02-01T06,750,31.25,87.58,False
2026-02-01T07,751,31.291667,87.35,False
2026-02-01T08,752,31.333333,87.12,False
2026-02-01T09,753,31.375,86.88,False
2026-02-01T10,754,31.416667,86.65,False
2026-02-01T11,755,31.458333,86.41,False
2026-02-01T12,756,31.5,86.18,False
2026-02-01T13,757,31.541667,85.95,False
2026-02-01T14,758,31.583333,85.71,False
2026-02-01T15,759,31.625,85.48,False
2026-02-01T16,760,31.666667,85.24,False
2026-02-01T17,761,31.708333,85.01,False
2026-02-01T18,762,31.75,84.78,False
2026-02-01T19,763,31.791667,84.54,False
2026-02-01T20,764,31.833333,84.31,False
2026-02-01T21,765,31.875,84.07,False
2026-02-01T22,766,31.916667,83.84,False
2026-02-01T23,767,31.958333,83.61,False
2026-02-02T00,768,32.0,83.37,False
2026-02-02T01,769,32.041667,83.12,False
2026-02-02T02,770,32.083333,82.86,False
2026-02-02T03,771,32.125,82.6,False
2026-02-02T04,772,32.166667,82.35,False
2026-02-02T05,773,32.208333,82.09,False
2026-02-02T06,774,32.25,81.83,False
2026-02-02T07,775,32.291667,81.58,False
2026-02-02T08,776,32.333333,81.32,False
2026-02-02T09,777,32.375,81.07,False
2026-02-02T10,778,32.416667,80.81,False
2026-02-02T11,779,32.458333,80.55,False
2026-02-02T12,780,32.5,80.3,False
2026-02-02T13,781,32.541667,80.04,False
2026-02-02T14,782,32.583333,79.78,False
2026-02-02T15,783,32.625,79.53,False
2026-02-02T16,784,32.666667,79.27,False
2026-02-02T17,785,32.708333,79.02,False
2026-02-02T18,786,32.75,78.76,False
2026-02-02T19,787,32.791667,78.5,False
2026-02-02T20,788,32.833333,78.25,False
2026-02-02T21,789,32.875,77.99,False
2026-02-02T22,790,32.916667,77.73,False
2026-02-02T23,791,32.958333,77.48,False
2026-02-03T00,792,33.0,77.22,False
2026-02-03T01,793,33.041667,76.98,False
2026-02-03T02,794,33.083333,76.74,False
2026-02-03T03,795,33.125,76.49,False
2026-02-03T04,796,33.166667,76.25,False
2026-02-03T05,797,33.208333,76.01,False
2026-02-03T06,798,33.25,75.77,False
2026-02-03T07,799,33.291667,75.52,False
2026-02-03T08,800,33.333333,75.28,False
2026-02-03T09,801,33.375,75.04,False
2026-02-03T10,802,33.416667,74.8,False
2026-02-03T11,803,33.458333,74.55,False
2026-02-03T12,804,33.5,74.31,False
2026-02-03T13,805,33.541667,74.07,False
2026-02-03T14,806,33.583333,73.83,False
2026-02-03T15,807,33.625,73.58,False
2026-02-03T16,808,33.666667,73.34,False
2026-02-03T17,809,33.708333,73.1,False
2026-02-03T18,810,33.75,72.86,False
2026-02-03T19,811,33.791667,72.61,False
2026-02-03T20,812,33.833333,72.37,False
2026-02-03T21,813,33.875,72.13,False
2026-02-03T22,814,33.916667,71.89,False
2026-02-03T23,815,33.958333,71.64,False
2026-02-04T00,816,34.0,71.4,False
2026-02-04T01,817,34.041667,71.18,False
2026-02-04T02,818,34.083333,70.95,False
2026-02-04T03,819,34.125,70.72,False
2026-02-04T04,820,34.166667,70.49,False
2026-02-04T05,821,34.208333,70.27,False
2026-02-04T06,822,34.25,70.04,False
2026-02-04T07,823,34.291667,69.81,False
2026-02-04T08,824,34.333333,69.59,False
2026-02-04T09,825,34.375,69.36,False
2026-02-04T10,826,34.416667,69.13,False
2026-02-04T11,827,34.458333,68.91,False
2026-02-04T12,828,34.5,68.68,False
2026-02-04T13,829,34.541667,68.45,False
2026-02-04T14,830,34.583333,68.23,False
2026-02-04T15,831,34.625,68.0,False
2026-02-04T16,832,34.666667,67.77,False
2026-02-04T17,833,34.708333,67.55,False
2026-02-04T18,834,34.75,67.32,False
2026-02-04T19,835,34.791667,67.09,False
2026-02-04T20,836,34.833333,66.87,False
2026-02-04T21,837,34.875,66.64,False
2026-02-04T22,838,34.916667,66.41,False
2026-02-04T23,839,34.958333,66.19,False
2026-02-05T00,840,35.0,65.96,False
2026-02-05T01,841,35.041667,65.7,False
2026-02-05T02,842,35.083333,65.45,False
2026-02-05T03,843,35.125,65.19,False
2026-02-05T04,844,35.166667,64.94,False
2026-02-05T05,845,35.208333,64.68,False
2026-02-05T06,846,35.25,64.43,False
2026-02-05T07,847,35.291667,64.17,False
2026-02-05T08,848,35.333333,63.92,False
2026-02-05T09,849,35.375,63.66,False
2026-02-05T10,850,35.416667,63.41,False
2026-02-05T11,851,35.458333,63.15,False
2026-02-05T12,852,35.5,62.9,False
2026-02-05T13,853,35.541667,62.64,False
2026-02-05T14,854,35.583333,62.39,False
2026-02-05T15,855,35.625,62.13,False
2026-02-05T16,856,35.666667,61.88,False
2026-02-05T17,857,35.708333,61.62,False
2026-02-05T18,858,35.75,61.37,False
2026-02-05T19,859,35.791667,61.11,False
2026-02-05T20,860,35.833333,60.86,False
2026-02-05T21,861,35.875,60.6,False
2026-02-05T22,862,35.916667,60.35,False
2026-02-05T23,863,35.958333,60.09,False
2026-02-06T00,864,36.0,59.84,False
2026-02-06T01,865,36.041667,59.59,False
2026-02-06T02,866,36.083333,59.35,False
2026-02-06T03,867,36.125,59.1,False
2026-02-06T04,868,36.166667,58.86,False
2026-02-06T05,869,36.208333,58.61,False
2026-02-06T06,870,36.25,58.37,False
2026-02-06T07,871,36.291667,58.13,False
2026-02-06T08,872,36.333333,57.88,False
2026-02-06T09,873,36.375,57.64,False
2026-02-06T10,874,36.416667,57.39,False
2026-02-06T11,875,36.458333,57.15,False
2026-02-06T12,876,36.5,56.9,False
2026-02-06T13,877,36.541667,56.66,False
2026-02-06T14,878,36.583333,56.41,False
2026-02-06T15,879,36.625,56.17,False
2026-02-06T16,880,36.666667,55.92,False
2026-02-06T17,881,36.708333,55.68,False
2026-02-06T18,882,36.75,55.43,False
2026-02-06T19,883,36.791667,55.19,False
2026-02-06T20,884,36.833333,54.94,False
2026-02-06T21,885,36.875,54.7,False
2026-02-06T22,886,36.916667,54.45,False
2026-02-06T23,887,36.958333,54.21,False
2026-02-07T00,888,37.0,53.96,False
2026-02-07T01,889,37.041667,53.71,False
2026-02-07T02,890,37.083333,53.45,False
2026-02-07T03,891,37.125,53.19,False
2026-02-07T04,892,37.166667,52.93,False
2026-02-07T05,893,37.208333,52.67,False
2026-02-07T06,894,37.25,52.42,False
2026-02-07T07,895,37.291667,52.16,False
2026-02-07T08,896,37.333333,51.9,False
2026-02-07T09,897,37.375,51.64,False
2026-02-07T10,898,37.416667,51.38,False
2026-02-07T11,899,37.458333,51.13,False
2026-02-07T12,900,37.5,50.87,False
2026-02-07T13,901,37.541667,50.61,False
2026-02-07T14,902,37.583333,50.35,False
2026-02-07T15,903,37.625,50.09,False
2026-02-07T16,904,37.666667,49.84,False
2026-02-07T17,905,37.708333,49.58,False
2026-02-07T18,906,37.75,49.32,False
2026-02-07T19,907,37.791667,49.06,False
2026-02-07T20,908,37.833333,48.81,False
2026-02-07T21,909,37.875,48.55,False
2026-02-07T22,910,37.916667,48.29,False
2026-02-07T23,911,37.958333,48.03,False
2026-02-08T00,912,38.0,47.77,False
2026-02-08T01,913,38.041667,47.53,False
2026-02-08T02,914,38.083333,47.28,False
2026-02-08T03,915,38.125,47.03,False
2026-02-08T04,916,38.166667,46.78,False
2026-02-08T05,917,38.208333,46.53,False
2026-02-08T06,918,38.25,46.28,False
2026-02-08T07,919,38.291667,46.03,False
2026-02-08T08,920,38.333333,45.79,False
2026-02-08T09,921,38.375,45.54,False
2026-02-08T10,922,38.416667,45.29,False
2026-02-08T11,923,38.458333,45.04,False
2026-02-08T12,924,38.5,44.79,False
2026-02-08T13,925,38.541667,44.54,False
2026-02-08T14,926,38.583333,44.3,False
2026-02-08T15,927,38.625,44.05,False
2026-02-08T16,928,38.666667,43.8,False
2026-02-08T17,929,38.708333,43.55,False
2026-02-08T18,930,38.75,43.3,False
2026-02-08T19,931,38.791667,43.05,False
2026-02-08T20,932,38.833333,42.81,False
2026-02-08T21,933,38.875,42.56,False
2026-02-08T22,934,38.916667,42.31,False
2026-02-08T23,935,38.958333,42.06,False
2026-02-09T00,936,39.0,41.81,False
2026-02-09T01,937,39.041667,41.59,False
2026-02-09T02,938,39.083333,41.36,False
2026-02-09T03,939,39.125,100.0,True
2026-02-09T04,940,39.166667,99.77,False
2026-02-09T05,941,39.208333,99.55,False
2026-02-09T06,942,39.25,99.32,False
2026-02-09T07,943,39.291667,99.09,False
2026-02-09T08,944,39.333333,98.87,False
2026-02-09T09,945,39.375,98.64,False
2026-02-09T10,946,39.416667,98.41,False
2026-02-09T11,947,39.458333,98.19,False
2026-02-09T12,948,39.5,97.96,False
2026-02-09T13,949,39.541667,97.74,False
2026-02-09T14,950,39.583333,97.51,False
2026-02-09T15,951,39.625,97.28,False
2026-02-09T16,952,39.666667,97.06,False
2026-02-09T17,953,39.708333,96.83,False
2026-02-09T18,954,39.75,96.6,False
2026-02-09T19,955,39.791667,96.38,False
2026-02-09T20,956,39.833333,96.15,False
2026-02-09T21,957,39.875,95.92,False
2026-02-09T22,958,39.916667,95.7,False
2026-02-09T23,959,39.958333,95.47,False
2026-02-10T00,960,40.0,95.24,False
2026-02-10T01,961,40.041667,95.0,False
2026-02-10T02,962,40.083333,94.75,False
2026-02-10T03,963,40.125,94.51,False
2026-02-10T04,964,40.166667,94.26,False
2026-02-10T05,965,40.208333,94.01,False
2026-02-10T06,966,40.25,93.77,False
2026-02-10T07,967,40.291667,93.52,False
2026-02-10T08,968,40.333333,93.27,False
2026-02-10T09,969,40.375,93.03,False
2026-02-10T10,970,40.416667,92.78,False
2026-02-10T11,971,40.458333,92.54,False
2026-02-10T12,972,40.5,92.29,False
2026-02-10T13,973,40.541667,92.04,False
2026-02-10T14,974,40.583333,91.8,False
2026-02-10T15,975,40.625,91.55,False
2026-02-10T16,976,40.666667,91.3,False
2026-02-10T17,977,40.708333,91.06,False
2026-02-10T18,978,40.75,90.81,False
2026-02-10T19,979,40.791667,90.57,False
2026-02-10T20,980,40.833333,90.32,False
2026-02-10T21,981,40.875,90.07,False
2026-02-10T22,982,40.916667,89.83,False
2026-02-10T23,983,40.958333,89.58,False
2026-02-11T00,984,41.0,89.33,False
2026-02-11T01,985,41.041667,89.08,False
2026-02-11T02,986,41.083333,88.83,False
2026-02-11T03,987,41.125,88.58,False
2026-02-11T04,988,41.166667,88.32,False
2026-02-11T05,989,41.208333,88.07,False
2026-02-11T06,990,41.25,87.82,False
2026-02-11T07,991,41.291667,87.57,False
2026-02-11T08,992,41.333333,87.31,False
2026-02-11T09,993,41.375,87.06,False
2026-02-11T10,994,41.416667,86.81,False
2026-02-11T11,995,41.458333,86.56,False
2026-02-11T12,996,41.5,86.31,False
2026-02-11T13,997,41.541667,86.05,False
2026-02-11T14,998,41.583333,85.8,False
2026-02-11T15,999,41.625,85.55,False
2026-02-11T16,1000,41.666667,85.3,False
2026-02-11T17,1001,41.708333,85.04,False
2026-02-11T18,1002,41.75,84.79,False
2026-02-11T19,1003,41.791667,84.54,False
2026-02-11T20,1004,41.833333,84.29,False
2026-02-11T21,1005,41.875,84.03,False
2026-02-11T22,1006,41.916667,83.78,False
2026-02-11T23,1007,41.958333,83.53,False
2026-02-12T00,1008,42.0,83.28,False
2026-02-12T01,1009,42.041667,83.02,False
2026-02-12T02,1010,42.083333,82.76,False
2026-02-12T03,1011,42.125,82.51,False
2026-02-12T04,1012,42.166667,82.25,False
2026-02-12T05,1013,42.208333,81.99,False
2026-02-12T06,1014,42.25,81.74,False
2026-02-12T07,1015,42.291667,81.48,False
2026-02-12T08,1016,42.333333,81.22,False
2026-02-12T09,1017,42.375,80.97,False
2026-02-12T10,1018,42.416667,80.71,False
2026-02-12T11,1019,42.458333,80.45,False
2026-02-12T12,1020,42.5,80.2,False
2026-02-12T13,1021,42.541667,79.94,False
2026-02-12T14,1022,42.583333,79.68,False
2026-02-12T15,1023,42.625,79.43,False
2026-02-12T16,1024,42.666667,79.17,False
2026-02-12T17,1025,42.708333,78.91,False
2026-02-12T18,1026,42.75,78.66,False
2026-02-12T19,1027,42.791667,78.4,False
2026-02-12T20,1028,42.833333,78.14,False
2026-02-12T21,1029,42.875,77.89,False
2026-02-12T22,1030,42.916667,77.63,False
2026-02-12T23,1031,42.958333,77.37,False
2026-02-13T00,1032,43.0,77.12,False
2026-02-13T01,1033,43.041667,76.88,False
2026-02-13T02,1034,43.083333,76.65,False
2026-02-13T03,1035,43.125,76.41,False
2026-02-13T04,1036,43.166667,76.18,False
2026-02-13T05,1037,43.208333,75.94,False
2026-02-13T06,1038,43.25,75.7,False
2026-02-13T07,1039,43.291667,75.47,False
2026-02-13T08,1040,43.333333,75.23,False
2026-02-13T09,1041,43.375,75.0,False
2026-02-13T10,1042,43.416667,74.76,False
2026-02-13T11,1043,43.458333,74.53,False
2026-02-13T12,1044,43.5,74.29,False
2026-02-13T13,1045,43.541667,74.06,False
2026-02-13T14,1046,43.583333,73.82,False
2026-02-13T15,1047,43.625,73.59,False
2026-02-13T16,1048,43.666667,73.35,False
2026-02-13T17,1049,43.708333,73.12,False
2026-02-13T18,1050,43.75,72.88,False
2026-02-13T19,1051,43.791667,72.65,False
2026-02-13T20,1052,43.833333,72.41,False
2026-02-13T21,1053,43.875,72.17,False
2026-02-13T22,1054,43.916667,71.94,False
2026-02-13T23,1055,43.958333,71.7,False
2026-02-14T00,1056,44.0,71.47,False
2026-02-14T01,1057,44.041667,71.23,False
2026-02-14T02,1058,44.083333,70.98,False
2026-02-14T03,1059,44.125,70.74,False
2026-02-14T04,1060,44.166667,70.5,False
2026-02-14T05,1061,44.208333,70.26,False
2026-02-14T06,1062,44.25,70.01,False
2026-02-14T07,1063,44.291667,69.77,False
2026-02-14T08,1064,44.333333,69.53,False
2026-02-14T09,1065,44.375,69.28,False
2026-02-14T10,1066,44.416667,69.04,False
2026-02-14T11,1067,44.458333,68.8,False
2026-02-14T12,1068,44.5,68.56,False
2026-02-14T13,1069,44.541667,68.31,False
2026-02-14T14,1070,44.583333,68.07,False
2026-02-14T15,1071,44.625,67.83,False
2026-02-14T16,1072,44.666667,67.58,False
2026-02-14T17,1073,44.708333,67.34,False
2026-02-14T18,1074,44.75,67.1,False
2026-02-14T19,1075,44.791667,66.86,False
2026-02-14T20,1076,44.833333,66.61,False
2026-02-14T21,1077,44.875,66.37,False
2026-02-14T22,1078,44.916667,66.13,False
2026-02-14T23,1079,44.958333,65.89,False
2026-02-15T00,1080,45.0,65.64,False
2026-02-15T01,1081,45.041667,65.39,False
2026-02-15T02,1082,45.083333,65.14,False
2026-02-15T03,1083,45.125,64.9,False
2026-02-15T04,1084,45.166667,64.65,False
2026-02-15T05,1085,45.208333,64.4,False
2026-02-15T06,1086,45.25,64.15,False
2026-02-15T07,1087,45.291667,63.9,False
2026-02-15T08,1088,45.333333,63.65,False
2026-02-15T09,1089,45.375,63.4,False
2026-02-15T10,1090,45.416667,63.15,False
2026-02-15T11,1091,45.458333,62.9,False
2026-02-15T12,1092,45.5,62.65,False
2026-02-15T13,1093,45.541667,62.4,False
2026-02-15T14,1094,45.583333,62.15,False
2026-02-15T15,1095,45.625,61.9,False
2026-02-15T16,1096,45.666667,61.66,False
2026-02-15T17,1097,45.708333,61.41,False
2026-02-15T18,1098,45.75,61.16,False
2026-02-15T19,1099,45.791667,60.91,False
2026-02-15T20,1100,45.833333,60.66,False
2026-02-15T21,1101,45.875,60.41,False
2026-02-15T22,1102,45.916667,60.16,False
2026-02-15T23,1103,45.958333,59.91,False
2026-02-16T00,1104,46.0,59.66,False
2026-02-16T01,1105,46.041667,59.43,False
2026-02-16T02,1106,46.083333,59.2,False
2026-02-16T03,1107,46.125,58.97,False
2026-02-16T04,1108,46.166667,58.75,False
2026-02-16T05,1109,46.208333,58.52,False
2026-02-16T06,1110,46.25,58.29,False
2026-02-16T07,1111,46.291667,58.06,False
2026-02-16T08,1112,46.333333,57.83,False
2026-02-16T09,1113,46.375,57.6,False
2026-02-16T10,1114,46.416667,57.37,False
2026-02-16T11,1115,46.458333,57.14,False
2026-02-16T12,1116,46.5,56.91,False
2026-02-16T13,1117,46.541667,56.68,False
2026-02-16T14,1118,46.583333,56.45,False
2026-02-16T15,1119,46.625,56.22,False
2026-02-16T16,1120,46.666667,56.0,False
2026-02-16T17,1121,46.708333,55.77,False
2026-02-16T18,1122,46.75,55.54,False
2026-02-16T19,1123,46.791667,55.31,False
2026-02-16T20,1124,46.833333,55.08,False
2026-02-16T21,1125,46.875,54.85,False
2026-02-16T22,1126,46.916667,54.62,False
2026-02-16T23,1127,46.958333,54.39,False
2026-02-17T00,1128,47.0,54.16,False
2026-02-17T01,1129,47.041667,53.91,False
2026-02-17T02,1130,47.083333,53.65,False
2026-02-17T03,1131,47.125,53.4,False
2026-02-17T04,1132,47.166667,53.14,False
2026-02-17T05,1133,47.208333,52.89,False
2026-02-17T06,1134,47.25,52.63,False
2026-02-17T07,1135,47.291667,52.38,False
2026-02-17T08,1136,47.333333,52.12,False
2026-02-17T09,1137,47.375,51.87,False
2026-02-17T10,1138,47.416667,51.61,False
2026-02-17T11,1139,47.458333,51.36,False
2026-02-17T12,1140,47.5,51.1,False
2026-02-17T13,1141,47.541667,50.85,False
2026-02-17T14,1142,47.583333,50.6,False
2026-02-17T15,1143,47.625,50.34,False
2026-02-17T16,1144,47.666667,50.09,False
2026-02-17T17,1145,47.708333,49.83,False
2026-02-17T18,1146,47.75,49.58,False
2026-02-17T19,1147,47.791667,49.32,False
2026-02-17T20,1148,47.833333,49.07,False
2026-02-17T21,1149,47.875,48.81,False
2026-02-17T22,1150,47.916667,48.56,False
2026-02-17T23,1151,47.958333,48.3,False
2026-02-18T00,1152,48.0,48.05,False
2026-02-18T01,1153,48.041667,47.8,False
2026-02-18T02,1154,48.083333,47.54,False
2026-02-18T03,1155,48.125,47.29,False
2026-02-18T04,1156,48.166667,47.04,False
2026-02-18T05,1157,48.208333,46.79,False
2026-02-18T06,1158,48.25,46.53,False
2026-02-18T07,1159,48.291667,46.28,False
2026-02-18T08,1160,48.333333,46.03,False
2026-02-18T09,1161,48.375,45.78,False
2026-02-18T10,1162,48.416667,45.53,False
2026-02-18T11,1163,48.458333,45.27,False
2026-02-18T12,1164,48.5,45.02,False
2026-02-18T13,1165,48.541667,44.77,False
2026-02-18T14,1166,48.583333,44.52,False
2026-02-18T15,1167,48.625,44.27,False
2026-02-18T16,1168,48.666667,44.01,False
2026-02-18T17,1169,48.708333,100.0,True
2026-02-18T18,1170,48.75,99.75,False
2026-02-18T19,1171,48.791667,99.5,False
2026-02-18T20,1172,48.833333,99.24,False
2026-02-18T21,1173,48.875,98.99,False
2026-02-18T22,1174,48.916667,98.74,False
2026-02-18T23,1175,48.958333,98.49,False
2026-02-19T00,1176,49.0,98.23,False
2026-02-19T01,1177,49.041667,98.01,False
2026-02-19T02,1178,49.083333,97.79,False
2026-02-19T03,1179,49.125,97.56,False
2026-02-19T04,1180,49.166667,97.34,False
2026-02-19T05,1181,49.208333,97.11,False
2026-02-19T06,1182,49.25,96.89,False
2026-02-19T07,1183,49.291667,96.66,False
2026-02-19T08,1184,49.333333,96.44,False
2026-02-19T09,1185,49.375,96.21,False
2026-02-19T10,1186,49.416667,95.99,False
2026-02-19T11,1187,49.458333,95.76,False
2026-02-19T12,1188,49.5,95.54,False
2026-02-19T13,1189,49.541667,95.31,False
2026-02-19T14,1190,49.583333,95.09,False
2026-02-19T15,1191,49.625,94.86,False
2026-02-19T16,1192,49.666667,94.64,False
2026-02-19T17,1193,49.708333,94.41,False
2026-02-19T18,1194,49.75,94.19,False
2026-02-19T19,1195,49.791667,93.96,False
2026-02-19T20,1196,49.833333,93.74,False
2026-02-19T21,1197,49.875,93.51,False
2026-02-19T22,1198,49.916667,93.29,False
2026-02-19T23,1199,49.958333,93.06,False
2026-02-20T00,1200,50.0,92.84,False
2026-02-20T01,1201,50.041667,92.59,False
2026-02-20T02,1202,50.083333,92.35,False
2026-02-20T03,1203,50.125,92.1,False
2026-02-20T04,1204,50.166667,91.86,False
2026-02-20T05,1205,50.208333,91.61,False
2026-02-20T06,1206,50.25,91.37,False
2026-02-20T07,1207,50.291667,91.12,False
2026-02-20T08,1208,50.333333,90.88,False
2026-02-20T09,1209,50.375,90.63,False
2026-02-20T10,1210,50.416667,90.39,False
2026-02-20T11,1211,50.458333,90.14,False
2026-02-20T12,1212,50.5,89.9,False
2026-02-20T13,1213,50.541667,89.65,False
2026-02-20T14,1214,50.583333,89.41,False
2026-02-20T15,1215,50.625,89.16,False
2026-02-20T16,1216,50.666667,88.92,False
2026-02-20T17,1217,50.708333,88.67,False
2026-02-20T18,1218,50.75,88.43,False
2026-02-20T19,1219,50.791667,88.18,False
2026-02-20T20,1220,50.833333,87.94,False
2026-02-20T21,1221,50.875,87.69,False
2026-02-20T22,1222,50.916667,87.45,False
2026-02-20T23,1223,50.958333,87.2,False
2026-02-21T00,1224,51.0,86.96,False
2026-02-21T01,1225,51.041667,86.72,False
2026-02-21T02,1226,51.083333,86.48,False
2026-02-21T03,1227,51.125,86.25,False
2026-02-21T04,1228,51.166667,86.01,False
2026-02-21T05,1229,51.208333,85.77,False
2026-02-21T06,1230,51.25,85.54,False
2026-02-21T07,1231,51.291667,85.3,False
2026-02-21T08,1232,51.333333,85.06,False
2026-02-21T09,1233,51.375,84.83,False
2026-02-21T10,1234,51.416667,84.59,False
2026-02-21T11,1235,51.458333,84.35,False
2026-02-21T12,1236,51.5,84.12,False
2026-02-21T13,1237,51.541667,83.88,False
2026-02-21T14,1238,51.583333,83.64,False
2026-02-21T15,1239,51.625,83.41,False
2026-02-21T16,1240,51.666667,83.17,False
2026-02-21T17,1241,51.708333,82.93,False
2026-02-21T18,1242,51.75,82.7,False
2026-02-21T19,1243,51.791667,82.46,False
2026-02-21T20,1244,51.833333,82.22,False
2026-02-21T21,1245,51.875,81.99,False
2026-02-21T22,1246,51.916667,81.75,False
2026-02-21T23,1247,51.958333,81.51,False
2026-02-22T00,1248,52.0,81.28,False
2026-02-22T01,1249,52.041667,81.05,False
2026-02-22T02,1250,52.083333,80.82,False
2026-02-22T03,1251,52.125,80.59,False
2026-02-22T04,1252,52.166667,80.36,False
2026-02-22T05,1253,52.208333,80.13,False
2026-02-22T06,1254,52.25,79.9,False
2026-02-22T07,1255,52.291667,79.67,False
2026-02-22T08,1256,52.333333,79.44,False
2026-02-22T09,1257,52.375,79.21,False
2026-02-22T10,1258,52.416667,78.98,False
2026-02-22T11,1259,52.458333,78.75,False
2026-02-22T12,1260,52.5,78.52,False
2026-02-22T13,1261,52.541667,78.29,False
2026-02-22T14,1262,52.583333,78.06,False
2026-02-22T15,1263,52.625,77.83,False
2026-02-22T16,1264,52.666667,77.6,False
2026-02-22T17,1265,52.708333,77.37,False
2026-02-22T18,1266,52.75,77.14,False
2026-02-22T19,1267,52.791667,76.91,False
2026-02-22T20,1268,52.833333,76.68,False
2026-02-22T21,1269,52.875,76.45,False
2026-02-22T22,1270,52.916667,76.22,False
2026-02-22T23,1271,52.958333,75.99,False
2026-02-23T00,1272,53.0,75.76,False
2026-02-23T01,1273,53.041667,75.51,False
2026-02-23T02,1274,53.083333,75.27,False
2026-02-23T03,1275,53.125,75.02,False
